  1.9980000e+004  2.0000000e+001  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  1.9970000e+004  1.6000000e+001  1.4000000e+001  0.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000
  1.9955000e+004  2.2000000e+001  2.3000000e+001  0.0000000e+000  3.0000000e+000  4.0000000e+000  0.0000000e+000  0.0000000e+000
  1.9944000e+004  1.9000000e+001  3.7000000e+001  0.0000000e+000  5.0000000e+000  4.0000000e+000  0.0000000e+000  0.0000000e+000
  1.9930000e+004  1.9000000e+001  5.1000000e+001  0.0000000e+000  5.0000000e+000  4.0000000e+000  0.0000000e+000  0.0000000e+000
  1.9923000e+004  1.5000000e+001  6.2000000e+001  0.0000000e+000  2.0000000e+000  2.0000000e+000  0.0000000e+000  0.0000000e+000
  1.9907000e+004  2.4000000e+001  6.9000000e+001  0.0000000e+000  3.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  1.9893000e+004  3.0000000e+001  7.6000000e+001  1.0000000e+000  5.0000000e+000  4.0000000e+000  0.0000000e+000  1.0000000e+000
  1.9878000e+004  3.4000000e+001  8.6000000e+001  2.0000000e+000  1.0000000e+000  2.0000000e+000  0.0000000e+000  1.0000000e+000
  1.9854000e+004  4.6000000e+001  9.8000000e+001  2.0000000e+000  6.0000000e+000  2.0000000e+000  0.0000000e+000  0.0000000e+000
  1.9816000e+004  5.9000000e+001  1.2200000e+002  3.0000000e+000  6.0000000e+000  5.0000000e+000  0.0000000e+000  0.0000000e+000
  1.9778000e+004  5.9000000e+001  1.5900000e+002  4.0000000e+000  1.5000000e+001  1.1000000e+001  0.0000000e+000  1.0000000e+000
  1.9728000e+004  7.9000000e+001  1.8900000e+002  4.0000000e+000  1.4000000e+001  8.0000000e+000  0.0000000e+000  0.0000000e+000
  1.9679000e+004  9.1000000e+001  2.2500000e+002  5.0000000e+000  1.1000000e+001  1.1000000e+001  0.0000000e+000  0.0000000e+000
  1.9604000e+004  1.1300000e+002  2.7700000e+002  6.0000000e+000  2.1000000e+001  1.3000000e+001  0.0000000e+000  1.0000000e+000
  1.9513000e+004  1.4500000e+002  3.3300000e+002  9.0000000e+000  2.6000000e+001  1.3000000e+001  0.0000000e+000  1.0000000e+000
  1.9409000e+004  1.7000000e+002  4.0700000e+002  1.4000000e+001  2.9000000e+001  1.5000000e+001  0.0000000e+000  3.0000000e+000
  1.9279000e+004  2.1500000e+002  4.9000000e+002  1.6000000e+001  3.2000000e+001  2.3000000e+001  0.0000000e+000  0.0000000e+000
  1.9116000e+004  2.7700000e+002  5.8500000e+002  2.2000000e+001  4.0000000e+001  2.3000000e+001  0.0000000e+000  2.0000000e+000
  1.8919000e+004  3.2200000e+002  7.2700000e+002  3.2000000e+001  5.2000000e+001  3.4000000e+001  0.0000000e+000  2.0000000e+000
  1.8689000e+004  3.6100000e+002  9.0700000e+002  4.3000000e+001  5.6000000e+001  4.3000000e+001  0.0000000e+000  8.0000000e+000
  1.8444000e+004  4.1800000e+002  1.0850000e+003  5.3000000e+001  6.6000000e+001  4.0000000e+001  0.0000000e+000  6.0000000e+000
  1.8146000e+004  5.1600000e+002  1.2790000e+003  5.9000000e+001  7.7000000e+001  5.1000000e+001  0.0000000e+000  2.0000000e+000
  1.7793000e+004  5.9700000e+002  1.5390000e+003  7.1000000e+001  9.6000000e+001  6.4000000e+001  0.0000000e+000  6.0000000e+000
  1.7401000e+004  6.8500000e+002  1.8270000e+003  8.7000000e+001  1.0200000e+002  7.5000000e+001  0.0000000e+000  5.0000000e+000
  1.6955000e+004  7.6600000e+002  2.1780000e+003  1.0100000e+002  1.0100000e+002  8.6000000e+001  0.0000000e+000  3.0000000e+000
  1.6481000e+004  8.2100000e+002  2.5770000e+003  1.2100000e+002  1.2300000e+002  9.8000000e+001  0.0000000e+000  8.0000000e+000
  1.6007000e+004  8.9400000e+002  2.9640000e+003  1.3500000e+002  1.0900000e+002  1.0800000e+002  0.0000000e+000  5.0000000e+000
  1.5480000e+004  9.2500000e+002  3.4360000e+003  1.5900000e+002  1.0800000e+002  1.1300000e+002  0.0000000e+000  1.3000000e+001
  1.4943000e+004  9.9400000e+002  3.8850000e+003  1.7800000e+002  1.2900000e+002  1.2100000e+002  0.0000000e+000  1.1000000e+001
  1.4376000e+004  1.0100000e+003  4.4140000e+003  2.0000000e+002  1.2900000e+002  1.1600000e+002  0.0000000e+000  1.0000000e+001
  1.3796000e+004  1.0520000e+003  4.9340000e+003  2.1800000e+002  1.3700000e+002  1.4100000e+002  0.0000000e+000  9.0000000e+000
  1.3273000e+004  1.0430000e+003  5.4420000e+003  2.4200000e+002  1.3500000e+002  1.1000000e+002  0.0000000e+000  1.1000000e+001
  1.2753000e+004  1.0400000e+003  5.9520000e+003  2.5500000e+002  1.2700000e+002  1.3000000e+002  0.0000000e+000  7.0000000e+000
  1.2279000e+004  9.8400000e+002  6.4620000e+003  2.7500000e+002  1.3500000e+002  1.1700000e+002  0.0000000e+000  1.2000000e+001
  1.1816000e+004  9.7200000e+002  6.9190000e+003  2.9300000e+002  1.3500000e+002  1.0400000e+002  0.0000000e+000  7.0000000e+000
  1.1408000e+004  8.7100000e+002  7.4080000e+003  3.1300000e+002  9.2000000e+001  1.2200000e+002  0.0000000e+000  1.4000000e+001
  1.1027000e+004  8.2500000e+002  7.8240000e+003  3.2400000e+002  8.4000000e+001  1.0100000e+002  0.0000000e+000  5.0000000e+000
  1.0674000e+004  7.6900000e+002  8.2200000e+003  3.3700000e+002  9.2000000e+001  9.4000000e+001  0.0000000e+000  5.0000000e+000
  1.0339000e+004  7.1100000e+002  8.6040000e+003  3.4600000e+002  1.0300000e+002  9.4000000e+001  0.0000000e+000  3.0000000e+000
  1.0083000e+004  5.7900000e+002  8.9770000e+003  3.6100000e+002  4.5000000e+001  8.3000000e+001  0.0000000e+000  6.0000000e+000
  9.8660000e+003  5.1100000e+002  9.2470000e+003  3.7600000e+002  6.4000000e+001  6.3000000e+001  0.0000000e+000  7.0000000e+000
  9.6740000e+003  4.5400000e+002  9.4880000e+003  3.8400000e+002  5.0000000e+001  5.6000000e+001  0.0000000e+000  2.0000000e+000
  9.5230000e+003  3.4300000e+002  9.7410000e+003  3.9300000e+002  4.7000000e+001  7.1000000e+001  0.0000000e+000  4.0000000e+000
  9.3880000e+003  2.9600000e+002  9.9170000e+003  3.9900000e+002  4.2000000e+001  4.1000000e+001  0.0000000e+000  2.0000000e+000
  9.2840000e+003  2.5000000e+002  1.0060000e+004  4.0600000e+002  2.9000000e+001  3.4000000e+001  0.0000000e+000  4.0000000e+000
  9.1780000e+003  1.9400000e+002  1.0216000e+004  4.1200000e+002  1.9000000e+001  4.0000000e+001  0.0000000e+000  5.0000000e+000
