  9.1090000e+003  1.8200000e+002  1.0297000e+004  4.1200000e+002  1.5000000e+001  1.8000000e+001  0.0000000e+000  0.0000000e+000
  9.0360000e+003  1.5400000e+002  1.0393000e+004  4.1700000e+002  1.7000000e+001  2.3000000e+001  0.0000000e+000  2.0000000e+000
  8.9850000e+003  1.3100000e+002  1.0466000e+004  4.1800000e+002  1.3000000e+001  9.0000000e+000  0.0000000e+000  1.0000000e+000
  8.9360000e+003  1.1100000e+002  1.0529000e+004  4.2400000e+002  1.8000000e+001  1.9000000e+001  0.0000000e+000  3.0000000e+000
  8.8960000e+003  9.1000000e+001  1.0585000e+004  4.2800000e+002  8.0000000e+000  1.5000000e+001  0.0000000e+000  3.0000000e+000
  8.8570000e+003  9.2000000e+001  1.0621000e+004  4.3000000e+002  7.0000000e+000  1.5000000e+001  0.0000000e+000  1.0000000e+000
  8.8220000e+003  7.0000000e+001  1.0677000e+004  4.3100000e+002  7.0000000e+000  1.4000000e+001  0.0000000e+000  1.0000000e+000
  8.8060000e+003  5.5000000e+001  1.0707000e+004  4.3200000e+002  5.0000000e+000  6.0000000e+000  0.0000000e+000  1.0000000e+000
  8.7890000e+003  4.8000000e+001  1.0729000e+004  4.3400000e+002  0.0000000e+000  5.0000000e+000  0.0000000e+000  1.0000000e+000
  8.7730000e+003  3.7000000e+001  1.0756000e+004  4.3400000e+002  2.0000000e+000  5.0000000e+000  0.0000000e+000  0.0000000e+000
  8.7570000e+003  3.1000000e+001  1.0778000e+004  4.3400000e+002  6.0000000e+000  4.0000000e+000  0.0000000e+000  0.0000000e+000
  8.7500000e+003  2.8000000e+001  1.0787000e+004  4.3500000e+002  2.0000000e+000  4.0000000e+000  0.0000000e+000  1.0000000e+000
  8.7380000e+003  2.6000000e+001  1.0800000e+004  4.3600000e+002  3.0000000e+000  4.0000000e+000  0.0000000e+000  0.0000000e+000
  8.7330000e+003  1.7000000e+001  1.0814000e+004  4.3600000e+002  2.0000000e+000  6.0000000e+000  0.0000000e+000  0.0000000e+000
  8.7310000e+003  8.0000000e+000  1.0824000e+004  4.3700000e+002  1.0000000e+000  3.0000000e+000  0.0000000e+000  1.0000000e+000
  8.7310000e+003  4.0000000e+000  1.0828000e+004  4.3700000e+002  0.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000
  8.7270000e+003  8.0000000e+000  1.0828000e+004  4.3700000e+002  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  8.7260000e+003  4.0000000e+000  1.0833000e+004  4.3700000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  8.7240000e+003  5.0000000e+000  1.0834000e+004  4.3700000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  8.7230000e+003  4.0000000e+000  1.0836000e+004  4.3700000e+002  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000
  8.7210000e+003  4.0000000e+000  1.0838000e+004  4.3700000e+002  2.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000
  8.7160000e+003  5.0000000e+000  1.0841000e+004  4.3800000e+002  0.0000000e+000  2.0000000e+000  0.0000000e+000  1.0000000e+000
  8.7140000e+003  2.0000000e+000  1.0846000e+004  4.3800000e+002  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  8.7130000e+003  3.0000000e+000  1.0846000e+004  4.3800000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  8.7130000e+003  3.0000000e+000  1.0846000e+004  4.3800000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  8.7130000e+003  1.0000000e+000  1.0848000e+004  4.3800000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  8.7130000e+003  1.0000000e+000  1.0848000e+004  4.3800000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  8.7120000e+003  2.0000000e+000  1.0848000e+004  4.3800000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  8.7120000e+003  0.0000000e+000  1.0849000e+004  4.3900000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000
