"parameter","time","value","statistic","method"
"r: I->R",31,0.76,"MCV","LW95"
"S",32,0.74,"MCV","LW95"
"I",32,0.75,"MCV","LW95"
"R",32,0.76,"MCV","LW95"
"p: S+I->2I",32,0.82,"MCV","LW95"
"p: I->R",32,0.79,"MCV","LW95"
"r: S+I->2I",32,0.74,"MCV","LW95"
"r: I->R",32,0.76,"MCV","LW95"
"S",33,0.75,"MCV","LW95"
"I",33,0.77,"MCV","LW95"
"R",33,0.78,"MCV","LW95"
"p: S+I->2I",33,0.81,"MCV","LW95"
"p: I->R",33,0.8,"MCV","LW95"
"r: S+I->2I",33,0.73,"MCV","LW95"
"r: I->R",33,0.73,"MCV","LW95"
"S",34,0.74,"MCV","LW95"
"I",34,0.76,"MCV","LW95"
"R",34,0.77,"MCV","LW95"
"p: S+I->2I",34,0.8,"MCV","LW95"
"p: I->R",34,0.8,"MCV","LW95"
"r: S+I->2I",34,0.73,"MCV","LW95"
"r: I->R",34,0.73,"MCV","LW95"
"S",35,0.74,"MCV","LW95"
"I",35,0.77,"MCV","LW95"
"R",35,0.77,"MCV","LW95"
"p: S+I->2I",35,0.81,"MCV","LW95"
"p: I->R",35,0.77,"MCV","LW95"
"r: S+I->2I",35,0.75,"MCV","LW95"
"r: I->R",35,0.73,"MCV","LW95"
"S",36,0.74,"MCV","LW95"
"I",36,0.76,"MCV","LW95"
"R",36,0.74,"MCV","LW95"
"p: S+I->2I",36,0.81,"MCV","LW95"
"p: I->R",36,0.76,"MCV","LW95"
"r: S+I->2I",36,0.72,"MCV","LW95"
"r: I->R",36,0.74,"MCV","LW95"
"S",37,0.72,"MCV","LW95"
"I",37,0.77,"MCV","LW95"
"R",37,0.76,"MCV","LW95"
"p: S+I->2I",37,0.82,"MCV","LW95"
"p: I->R",37,0.77,"MCV","LW95"
"r: S+I->2I",37,0.7,"MCV","LW95"
"r: I->R",37,0.72,"MCV","LW95"
"S",38,0.73,"MCV","LW95"
"I",38,0.72,"MCV","LW95"
"R",38,0.76,"MCV","LW95"
"p: S+I->2I",38,0.8,"MCV","LW95"
"p: I->R",38,0.75,"MCV","LW95"
"r: S+I->2I",38,0.71,"MCV","LW95"
"r: I->R",38,0.73,"MCV","LW95"
"S",39,0.7,"MCV","LW95"
"I",39,0.76,"MCV","LW95"
"R",39,0.75,"MCV","LW95"
"p: S+I->2I",39,0.79,"MCV","LW95"
"p: I->R",39,0.78,"MCV","LW95"
"r: S+I->2I",39,0.71,"MCV","LW95"
"r: I->R",39,0.74,"MCV","LW95"
"S",40,0.7,"MCV","LW95"
"I",40,0.77,"MCV","LW95"
"R",40,0.75,"MCV","LW95"
"p: S+I->2I",40,0.8,"MCV","LW95"
"p: I->R",40,0.76,"MCV","LW95"
"r: S+I->2I",40,0.72,"MCV","LW95"
"r: I->R",40,0.72,"MCV","LW95"
"S",41,0.72,"MCV","LW95"
"I",41,0.73,"MCV","LW95"
"R",41,0.73,"MCV","LW95"
"p: S+I->2I",41,0.79,"MCV","LW95"
"p: I->R",41,0.77,"MCV","LW95"
"r: S+I->2I",41,0.72,"MCV","LW95"
"r: I->R",41,0.7,"MCV","LW95"
"S",42,0.71,"MCV","LW95"
"I",42,0.74,"MCV","LW95"
"R",42,0.74,"MCV","LW95"
"p: S+I->2I",42,0.8,"MCV","LW95"
"p: I->R",42,0.78,"MCV","LW95"
"r: S+I->2I",42,0.7,"MCV","LW95"
"r: I->R",42,0.69,"MCV","LW95"
"S",43,0.68,"MCV","LW95"
"I",43,0.79,"MCV","LW95"
"R",43,0.72,"MCV","LW95"
"p: S+I->2I",43,0.78,"MCV","LW95"
"p: I->R",43,0.79,"MCV","LW95"
"r: S+I->2I",43,0.71,"MCV","LW95"
"r: I->R",43,0.68,"MCV","LW95"
"S",44,0.69,"MCV","LW95"
"I",44,0.78,"MCV","LW95"
"R",44,0.7,"MCV","LW95"
"p: S+I->2I",44,0.78,"MCV","LW95"
"p: I->R",44,0.76,"MCV","LW95"
"r: S+I->2I",44,0.72,"MCV","LW95"
"r: I->R",44,0.69,"MCV","LW95"
"S",45,0.7,"MCV","LW95"
"I",45,0.75,"MCV","LW95"
"R",45,0.71,"MCV","LW95"
"p: S+I->2I",45,0.77,"MCV","LW95"
"p: I->R",45,0.77,"MCV","LW95"
"r: S+I->2I",45,0.73,"MCV","LW95"
"r: I->R",45,0.69,"MCV","LW95"
"S",46,0.68,"MCV","LW95"
"I",46,0.77,"MCV","LW95"
"R",46,0.7,"MCV","LW95"
"p: S+I->2I",46,0.77,"MCV","LW95"
"p: I->R",46,0.76,"MCV","LW95"
"r: S+I->2I",46,0.73,"MCV","LW95"
"r: I->R",46,0.69,"MCV","LW95"
"S",47,0.66,"MCV","LW95"
"I",47,0.78,"MCV","LW95"
"R",47,0.67,"MCV","LW95"
"p: S+I->2I",47,0.77,"MCV","LW95"
"p: I->R",47,0.75,"MCV","LW95"
"r: S+I->2I",47,0.73,"MCV","LW95"
"r: I->R",47,0.67,"MCV","LW95"
"S",48,0.65,"MCV","LW95"
"I",48,0.8,"MCV","LW95"
"R",48,0.67,"MCV","LW95"
"p: S+I->2I",48,0.76,"MCV","LW95"
"p: I->R",48,0.73,"MCV","LW95"
"r: S+I->2I",48,0.74,"MCV","LW95"
"r: I->R",48,0.68,"MCV","LW95"
"S",49,0.66,"MCV","LW95"
"I",49,0.81,"MCV","LW95"
"R",49,0.66,"MCV","LW95"
"p: S+I->2I",49,0.76,"MCV","LW95"
"p: I->R",49,0.72,"MCV","LW95"
"r: S+I->2I",49,0.73,"MCV","LW95"
"r: I->R",49,0.68,"MCV","LW95"
"S",50,0.67,"MCV","LW95"
"I",50,0.81,"MCV","LW95"
"R",50,0.65,"MCV","LW95"
"p: S+I->2I",50,0.76,"MCV","LW95"
"p: I->R",50,0.73,"MCV","LW95"
"r: S+I->2I",50,0.73,"MCV","LW95"
"r: I->R",50,0.66,"MCV","LW95"
"S",51,0.65,"MCV","LW95"
"I",51,0.84,"MCV","LW95"
"R",51,0.65,"MCV","LW95"
"p: S+I->2I",51,0.76,"MCV","LW95"
"p: I->R",51,0.74,"MCV","LW95"
"r: S+I->2I",51,0.7,"MCV","LW95"
"r: I->R",51,0.69,"MCV","LW95"
"S",52,0.62,"MCV","LW95"
"I",52,0.84,"MCV","LW95"
"R",52,0.64,"MCV","LW95"
"p: S+I->2I",52,0.76,"MCV","LW95"
"p: I->R",52,0.74,"MCV","LW95"
"r: S+I->2I",52,0.72,"MCV","LW95"
"r: I->R",52,0.67,"MCV","LW95"
"S",53,0.61,"MCV","LW95"
"I",53,0.82,"MCV","LW95"
"R",53,0.64,"MCV","LW95"
"p: S+I->2I",53,0.75,"MCV","LW95"
"p: I->R",53,0.75,"MCV","LW95"
"r: S+I->2I",53,0.71,"MCV","LW95"
"r: I->R",53,0.69,"MCV","LW95"
"S",54,0.64,"MCV","LW95"
"I",54,0.88,"MCV","LW95"
"R",54,0.65,"MCV","LW95"
"p: S+I->2I",54,0.75,"MCV","LW95"
"p: I->R",54,0.74,"MCV","LW95"
"r: S+I->2I",54,0.73,"MCV","LW95"
"r: I->R",54,0.69,"MCV","LW95"
"S",55,0.62,"MCV","LW95"
"I",55,0.88,"MCV","LW95"
"R",55,0.61,"MCV","LW95"
"p: S+I->2I",55,0.75,"MCV","LW95"
"p: I->R",55,0.72,"MCV","LW95"
"r: S+I->2I",55,0.74,"MCV","LW95"
"r: I->R",55,0.68,"MCV","LW95"
"S",56,0.62,"MCV","LW95"
"I",56,0.88,"MCV","LW95"
"R",56,0.61,"MCV","LW95"
"p: S+I->2I",56,0.76,"MCV","LW95"
"p: I->R",56,0.72,"MCV","LW95"
"r: S+I->2I",56,0.73,"MCV","LW95"
"r: I->R",56,0.67,"MCV","LW95"
"S",57,0.61,"MCV","LW95"
"I",57,0.88,"MCV","LW95"
"R",57,0.59,"MCV","LW95"
"p: S+I->2I",57,0.76,"MCV","LW95"
"p: I->R",57,0.72,"MCV","LW95"
"r: S+I->2I",57,0.75,"MCV","LW95"
"r: I->R",57,0.67,"MCV","LW95"
"S",58,0.6,"MCV","LW95"
"I",58,0.94,"MCV","LW95"
"R",58,0.6,"MCV","LW95"
"p: S+I->2I",58,0.76,"MCV","LW95"
"p: I->R",58,0.69,"MCV","LW95"
"r: S+I->2I",58,0.74,"MCV","LW95"
"r: I->R",58,0.67,"MCV","LW95"
"S",59,0.6,"MCV","LW95"
"I",59,0.89,"MCV","LW95"
"R",59,0.59,"MCV","LW95"
"p: S+I->2I",59,0.77,"MCV","LW95"
"p: I->R",59,0.7,"MCV","LW95"
"r: S+I->2I",59,0.75,"MCV","LW95"
"r: I->R",59,0.64,"MCV","LW95"
"S",60,0.59,"MCV","LW95"
"I",60,0.94,"MCV","LW95"
"R",60,0.6,"MCV","LW95"
"p: S+I->2I",60,0.77,"MCV","LW95"
"p: I->R",60,0.71,"MCV","LW95"
"r: S+I->2I",60,0.75,"MCV","LW95"
"r: I->R",60,0.64,"MCV","LW95"
"S",0,0.0195959179422654,"seMCV","LW95"
"I",0,0.0195959179422654,"seMCV","LW95"
"R",0,0,"seMCV","LW95"
"p: S+I->2I",0,0.0217944947177034,"seMCV","LW95"
"p: I->R",0,0.0271293199325011,"seMCV","LW95"
"r: S+I->2I",0,0.0195959179422654,"seMCV","LW95"
"r: I->R",0,0.0255147016443461,"seMCV","LW95"
"S",1,0.0438634243989226,"seMCV","LW95"
"I",1,0.0357071421427143,"seMCV","LW95"
"R",1,0.0195959179422654,"seMCV","LW95"
"p: S+I->2I",1,0.0271293199325011,"seMCV","LW95"
"p: I->R",1,0.0255147016443461,"seMCV","LW95"
"r: S+I->2I",1,0.0195959179422654,"seMCV","LW95"
"r: I->R",1,0.0217944947177034,"seMCV","LW95"
"S",2,0.0346987031457949,"seMCV","LW95"
"I",2,0.0286181760425084,"seMCV","LW95"
"R",2,0.0286181760425084,"seMCV","LW95"
"p: S+I->2I",2,0.0271293199325011,"seMCV","LW95"
"p: I->R",2,0.0255147016443461,"seMCV","LW95"
"r: S+I->2I",2,0.0217944947177034,"seMCV","LW95"
"r: I->R",2,0.0195959179422654,"seMCV","LW95"
"S",3,0.0271293199325011,"seMCV","LW95"
"I",3,0.0217944947177034,"seMCV","LW95"
"R",3,0.03,"seMCV","LW95"
"p: S+I->2I",3,0.03,"seMCV","LW95"
"p: I->R",3,0.0255147016443461,"seMCV","LW95"
"r: S+I->2I",3,0.0217944947177034,"seMCV","LW95"
"r: I->R",3,0.0217944947177034,"seMCV","LW95"
"S",4,0.0271293199325011,"seMCV","LW95"
"I",4,0.0195959179422654,"seMCV","LW95"
"R",4,0.0324961536185438,"seMCV","LW95"
"p: S+I->2I",4,0.0286181760425084,"seMCV","LW95"
"p: I->R",4,0.0255147016443461,"seMCV","LW95"
"r: S+I->2I",4,0.0217944947177034,"seMCV","LW95"
"r: I->R",4,0.0217944947177034,"seMCV","LW95"
"S",5,0.0271293199325011,"seMCV","LW95"
"I",5,0.0217944947177034,"seMCV","LW95"
"R",5,0.0324961536185438,"seMCV","LW95"
"p: S+I->2I",5,0.0271293199325011,"seMCV","LW95"
"p: I->R",5,0.0271293199325011,"seMCV","LW95"
"r: S+I->2I",5,0.0237486841740758,"seMCV","LW95"
"r: I->R",5,0.0255147016443461,"seMCV","LW95"
"S",6,0.0255147016443461,"seMCV","LW95"
"I",6,0.014,"seMCV","LW95"
"R",6,0.0286181760425084,"seMCV","LW95"
"p: S+I->2I",6,0.0324961536185438,"seMCV","LW95"
"p: I->R",6,0.0255147016443461,"seMCV","LW95"
"r: S+I->2I",6,0.0217944947177034,"seMCV","LW95"
"r: I->R",6,0.0195959179422654,"seMCV","LW95"
"S",7,0.0237486841740758,"seMCV","LW95"
"I",7,0.0217944947177034,"seMCV","LW95"
"R",7,0.031288975694324,"seMCV","LW95"
"p: S+I->2I",7,0.0324961536185438,"seMCV","LW95"
"p: I->R",7,0.0271293199325011,"seMCV","LW95"
"r: S+I->2I",7,0.0237486841740758,"seMCV","LW95"
"r: I->R",7,0.0237486841740758,"seMCV","LW95"
"S",8,0.0217944947177034,"seMCV","LW95"
"I",8,0.0195959179422654,"seMCV","LW95"
"R",8,0.0336303434416005,"seMCV","LW95"
"p: S+I->2I",8,0.0336303434416005,"seMCV","LW95"
"p: I->R",8,0.0237486841740758,"seMCV","LW95"
"r: S+I->2I",8,0.0286181760425084,"seMCV","LW95"
"r: I->R",8,0.0217944947177034,"seMCV","LW95"
"S",9,0.0237486841740758,"seMCV","LW95"
"I",9,0.0237486841740758,"seMCV","LW95"
"R",9,0.0346987031457949,"seMCV","LW95"
"p: S+I->2I",9,0.0346987031457949,"seMCV","LW95"
"p: I->R",9,0.0271293199325011,"seMCV","LW95"
"r: S+I->2I",9,0.0324961536185438,"seMCV","LW95"
"r: I->R",9,0.0217944947177034,"seMCV","LW95"
"S",10,0.0237486841740758,"seMCV","LW95"
"I",10,0.0237486841740758,"seMCV","LW95"
"R",10,0.0324961536185438,"seMCV","LW95"
"p: S+I->2I",10,0.031288975694324,"seMCV","LW95"
"p: I->R",10,0.03,"seMCV","LW95"
"r: S+I->2I",10,0.03,"seMCV","LW95"
"r: I->R",10,0.0217944947177034,"seMCV","LW95"
"S",11,0.0217944947177034,"seMCV","LW95"
"I",11,0.0255147016443461,"seMCV","LW95"
"R",11,0.031288975694324,"seMCV","LW95"
"p: S+I->2I",11,0.031288975694324,"seMCV","LW95"
"p: I->R",11,0.0286181760425084,"seMCV","LW95"
"r: S+I->2I",11,0.0271293199325011,"seMCV","LW95"
"r: I->R",11,0.0286181760425084,"seMCV","LW95"
"S",12,0.03,"seMCV","LW95"
"I",12,0.0286181760425084,"seMCV","LW95"
"R",12,0.0336303434416005,"seMCV","LW95"
"p: S+I->2I",12,0.0336303434416005,"seMCV","LW95"
"p: I->R",12,0.0286181760425084,"seMCV","LW95"
"r: S+I->2I",12,0.0336303434416005,"seMCV","LW95"
"r: I->R",12,0.0271293199325011,"seMCV","LW95"
"S",13,0.0271293199325011,"seMCV","LW95"
"I",13,0.0271293199325011,"seMCV","LW95"
"R",13,0.0346987031457949,"seMCV","LW95"
"p: S+I->2I",13,0.0336303434416005,"seMCV","LW95"
"p: I->R",13,0.03,"seMCV","LW95"
"r: S+I->2I",13,0.0324961536185438,"seMCV","LW95"
"r: I->R",13,0.03,"seMCV","LW95"
"S",14,0.03,"seMCV","LW95"
"I",14,0.0271293199325011,"seMCV","LW95"
"R",14,0.0336303434416005,"seMCV","LW95"
"p: S+I->2I",14,0.0366606055596467,"seMCV","LW95"
"p: I->R",14,0.0336303434416005,"seMCV","LW95"
"r: S+I->2I",14,0.03,"seMCV","LW95"
"r: I->R",14,0.0336303434416005,"seMCV","LW95"
"S",15,0.0324961536185438,"seMCV","LW95"
"I",15,0.0324961536185438,"seMCV","LW95"
"R",15,0.0336303434416005,"seMCV","LW95"
"p: S+I->2I",15,0.0336303434416005,"seMCV","LW95"
"p: I->R",15,0.0357071421427143,"seMCV","LW95"
"r: S+I->2I",15,0.031288975694324,"seMCV","LW95"
"r: I->R",15,0.031288975694324,"seMCV","LW95"
"S",16,0.0336303434416005,"seMCV","LW95"
"I",16,0.0346987031457949,"seMCV","LW95"
"R",16,0.0346987031457949,"seMCV","LW95"
"p: S+I->2I",16,0.0357071421427143,"seMCV","LW95"
"p: I->R",16,0.0357071421427143,"seMCV","LW95"
"r: S+I->2I",16,0.03,"seMCV","LW95"
"r: I->R",16,0.0324961536185438,"seMCV","LW95"
"S",17,0.0346987031457949,"seMCV","LW95"
"I",17,0.0324961536185438,"seMCV","LW95"
"R",17,0.0336303434416005,"seMCV","LW95"
"p: S+I->2I",17,0.0346987031457949,"seMCV","LW95"
"p: I->R",17,0.0375632799419859,"seMCV","LW95"
"r: S+I->2I",17,0.03,"seMCV","LW95"
"r: I->R",17,0.0324961536185438,"seMCV","LW95"
"S",18,0.03,"seMCV","LW95"
"I",18,0.0346987031457949,"seMCV","LW95"
"R",18,0.0346987031457949,"seMCV","LW95"
"p: S+I->2I",18,0.0336303434416005,"seMCV","LW95"
"p: I->R",18,0.0375632799419859,"seMCV","LW95"
"r: S+I->2I",18,0.03,"seMCV","LW95"
"r: I->R",18,0.0336303434416005,"seMCV","LW95"
"S",19,0.0346987031457949,"seMCV","LW95"
"I",19,0.0336303434416005,"seMCV","LW95"
"R",19,0.0366606055596467,"seMCV","LW95"
"p: S+I->2I",19,0.0324961536185438,"seMCV","LW95"
"p: I->R",19,0.0384187454245971,"seMCV","LW95"
"r: S+I->2I",19,0.0357071421427143,"seMCV","LW95"
"r: I->R",19,0.0346987031457949,"seMCV","LW95"
"S",20,0.0357071421427143,"seMCV","LW95"
"I",20,0.0384187454245971,"seMCV","LW95"
"R",20,0.04,"seMCV","LW95"
"p: S+I->2I",20,0.0357071421427143,"seMCV","LW95"
"p: I->R",20,0.0357071421427143,"seMCV","LW95"
"r: S+I->2I",20,0.0357071421427143,"seMCV","LW95"
"r: I->R",20,0.0366606055596467,"seMCV","LW95"
"S",21,0.0366606055596467,"seMCV","LW95"
"I",21,0.0366606055596467,"seMCV","LW95"
"R",21,0.0375632799419859,"seMCV","LW95"
"p: S+I->2I",21,0.0366606055596467,"seMCV","LW95"
"p: I->R",21,0.0357071421427143,"seMCV","LW95"
"r: S+I->2I",21,0.0357071421427143,"seMCV","LW95"
"r: I->R",21,0.0375632799419859,"seMCV","LW95"
"S",22,0.0375632799419859,"seMCV","LW95"
"I",22,0.041424630354416,"seMCV","LW95"
"R",22,0.0375632799419859,"seMCV","LW95"
"p: S+I->2I",22,0.0366606055596467,"seMCV","LW95"
"p: I->R",22,0.0375632799419859,"seMCV","LW95"
"r: S+I->2I",22,0.0375632799419859,"seMCV","LW95"
"r: I->R",22,0.0375632799419859,"seMCV","LW95"
"S",23,0.04,"seMCV","LW95"
"I",23,0.0384187454245971,"seMCV","LW95"
"R",23,0.0357071421427143,"seMCV","LW95"
"p: S+I->2I",23,0.0346987031457949,"seMCV","LW95"
"p: I->R",23,0.04,"seMCV","LW95"
"r: S+I->2I",23,0.04,"seMCV","LW95"
"r: I->R",23,0.0392300904918661,"seMCV","LW95"
"S",24,0.0427083130081252,"seMCV","LW95"
"I",24,0.04,"seMCV","LW95"
"R",24,0.0324961536185438,"seMCV","LW95"
"p: S+I->2I",24,0.0375632799419859,"seMCV","LW95"
"p: I->R",24,0.04,"seMCV","LW95"
"r: S+I->2I",24,0.0384187454245971,"seMCV","LW95"
"r: I->R",24,0.0392300904918661,"seMCV","LW95"
"S",25,0.0427083130081252,"seMCV","LW95"
"I",25,0.041424630354416,"seMCV","LW95"
"R",25,0.0346987031457949,"seMCV","LW95"
"p: S+I->2I",25,0.0375632799419859,"seMCV","LW95"
"p: I->R",25,0.04,"seMCV","LW95"
"r: S+I->2I",25,0.041424630354416,"seMCV","LW95"
"r: I->R",25,0.0427083130081252,"seMCV","LW95"
"S",26,0.0433012701892219,"seMCV","LW95"
"I",26,0.0427083130081252,"seMCV","LW95"
"R",26,0.0366606055596467,"seMCV","LW95"
"p: S+I->2I",26,0.0366606055596467,"seMCV","LW95"
"p: I->R",26,0.0357071421427143,"seMCV","LW95"
"r: S+I->2I",26,0.0427083130081252,"seMCV","LW95"
"r: I->R",26,0.0420832508250016,"seMCV","LW95"
"S",27,0.0453762052181537,"seMCV","LW95"
"I",27,0.0443959457608462,"seMCV","LW95"
"R",27,0.0392300904918661,"seMCV","LW95"
"p: S+I->2I",27,0.0375632799419859,"seMCV","LW95"
"p: I->R",27,0.0366606055596467,"seMCV","LW95"
"r: S+I->2I",27,0.0420832508250016,"seMCV","LW95"
"r: I->R",27,0.0443959457608462,"seMCV","LW95"
"S",28,0.0438634243989226,"seMCV","LW95"
"I",28,0.0443959457608462,"seMCV","LW95"
"R",28,0.0384187454245971,"seMCV","LW95"
"p: S+I->2I",28,0.04,"seMCV","LW95"
"p: I->R",28,0.0357071421427143,"seMCV","LW95"
"r: S+I->2I",28,0.0433012701892219,"seMCV","LW95"
"r: I->R",28,0.0438634243989226,"seMCV","LW95"
"S",29,0.0443959457608462,"seMCV","LW95"
"I",29,0.0438634243989226,"seMCV","LW95"
"R",29,0.0407308237088326,"seMCV","LW95"
"p: S+I->2I",29,0.0384187454245971,"seMCV","LW95"
"p: I->R",29,0.0392300904918661,"seMCV","LW95"
"r: S+I->2I",29,0.0443959457608462,"seMCV","LW95"
"r: I->R",29,0.0458257569495584,"seMCV","LW95"
"S",30,0.0433012701892219,"seMCV","LW95"
"I",30,0.0443959457608462,"seMCV","LW95"
"R",30,0.0427083130081252,"seMCV","LW95"
"p: S+I->2I",30,0.0392300904918661,"seMCV","LW95"
"p: I->R",30,0.0384187454245971,"seMCV","LW95"
"r: S+I->2I",30,0.0427083130081252,"seMCV","LW95"
"r: I->R",30,0.0438634243989226,"seMCV","LW95"
"S",31,0.0433012701892219,"seMCV","LW95"
"I",31,0.0420832508250016,"seMCV","LW95"
"R",31,0.0420832508250016,"seMCV","LW95"
"p: S+I->2I",31,0.0392300904918661,"seMCV","LW95"
"p: I->R",31,0.0392300904918661,"seMCV","LW95"
"r: S+I->2I",31,0.0443959457608462,"seMCV","LW95"
"r: I->R",31,0.0427083130081252,"seMCV","LW95"
"S",32,0.0438634243989226,"seMCV","LW95"
"I",32,0.0433012701892219,"seMCV","LW95"
"R",32,0.0427083130081252,"seMCV","LW95"
"p: S+I->2I",32,0.0384187454245971,"seMCV","LW95"
"p: I->R",32,0.0407308237088326,"seMCV","LW95"
"r: S+I->2I",32,0.0438634243989226,"seMCV","LW95"
"r: I->R",32,0.0427083130081252,"seMCV","LW95"
"S",33,0.0433012701892219,"seMCV","LW95"
"I",33,0.0420832508250016,"seMCV","LW95"
"R",33,0.041424630354416,"seMCV","LW95"
"p: S+I->2I",33,0.0392300904918661,"seMCV","LW95"
"p: I->R",33,0.04,"seMCV","LW95"
"r: S+I->2I",33,0.0443959457608462,"seMCV","LW95"
"r: I->R",33,0.0443959457608462,"seMCV","LW95"
"S",34,0.0438634243989226,"seMCV","LW95"
"I",34,0.0427083130081252,"seMCV","LW95"
"R",34,0.0420832508250016,"seMCV","LW95"
"p: S+I->2I",34,0.04,"seMCV","LW95"
"p: I->R",34,0.04,"seMCV","LW95"
"r: S+I->2I",34,0.0443959457608462,"seMCV","LW95"
"r: I->R",34,0.0443959457608462,"seMCV","LW95"
"S",35,0.0438634243989226,"seMCV","LW95"
"I",35,0.0420832508250016,"seMCV","LW95"
"R",35,0.0420832508250016,"seMCV","LW95"
"p: S+I->2I",35,0.0392300904918661,"seMCV","LW95"
"p: I->R",35,0.0420832508250016,"seMCV","LW95"
"r: S+I->2I",35,0.0433012701892219,"seMCV","LW95"
"r: I->R",35,0.0443959457608462,"seMCV","LW95"
"S",36,0.0438634243989226,"seMCV","LW95"
"I",36,0.0427083130081252,"seMCV","LW95"
"R",36,0.0438634243989226,"seMCV","LW95"
"p: S+I->2I",36,0.0392300904918661,"seMCV","LW95"
"p: I->R",36,0.0427083130081252,"seMCV","LW95"
"r: S+I->2I",36,0.0448998886412873,"seMCV","LW95"
"r: I->R",36,0.0438634243989226,"seMCV","LW95"
"S",37,0.0448998886412873,"seMCV","LW95"
"I",37,0.0420832508250016,"seMCV","LW95"
"R",37,0.0427083130081252,"seMCV","LW95"
"p: S+I->2I",37,0.0384187454245971,"seMCV","LW95"
"p: I->R",37,0.0420832508250016,"seMCV","LW95"
"r: S+I->2I",37,0.0458257569495584,"seMCV","LW95"
"r: I->R",37,0.0448998886412873,"seMCV","LW95"
"S",38,0.0443959457608462,"seMCV","LW95"
"I",38,0.0448998886412873,"seMCV","LW95"
"R",38,0.0427083130081252,"seMCV","LW95"
"p: S+I->2I",38,0.04,"seMCV","LW95"
"p: I->R",38,0.0433012701892219,"seMCV","LW95"
"r: S+I->2I",38,0.0453762052181537,"seMCV","LW95"
"r: I->R",38,0.0443959457608462,"seMCV","LW95"
"S",39,0.0458257569495584,"seMCV","LW95"
"I",39,0.0427083130081252,"seMCV","LW95"
"R",39,0.0433012701892219,"seMCV","LW95"
"p: S+I->2I",39,0.0407308237088326,"seMCV","LW95"
"p: I->R",39,0.041424630354416,"seMCV","LW95"
"r: S+I->2I",39,0.0453762052181537,"seMCV","LW95"
"r: I->R",39,0.0438634243989226,"seMCV","LW95"
"S",40,0.0458257569495584,"seMCV","LW95"
"I",40,0.0420832508250016,"seMCV","LW95"
"R",40,0.0433012701892219,"seMCV","LW95"
"p: S+I->2I",40,0.04,"seMCV","LW95"
"p: I->R",40,0.0427083130081252,"seMCV","LW95"
"r: S+I->2I",40,0.0448998886412873,"seMCV","LW95"
"r: I->R",40,0.0448998886412873,"seMCV","LW95"
"S",41,0.0448998886412873,"seMCV","LW95"
"I",41,0.0443959457608462,"seMCV","LW95"
"R",41,0.0443959457608462,"seMCV","LW95"
"p: S+I->2I",41,0.0407308237088326,"seMCV","LW95"
"p: I->R",41,0.0420832508250016,"seMCV","LW95"
"r: S+I->2I",41,0.0448998886412873,"seMCV","LW95"
"r: I->R",41,0.0458257569495584,"seMCV","LW95"
"S",42,0.0453762052181537,"seMCV","LW95"
"I",42,0.0438634243989226,"seMCV","LW95"
"R",42,0.0438634243989226,"seMCV","LW95"
"p: S+I->2I",42,0.04,"seMCV","LW95"
"p: I->R",42,0.041424630354416,"seMCV","LW95"
"r: S+I->2I",42,0.0458257569495584,"seMCV","LW95"
"r: I->R",42,0.0462493243193887,"seMCV","LW95"
"S",43,0.0466476151587624,"seMCV","LW95"
"I",43,0.0407308237088326,"seMCV","LW95"
"R",43,0.0448998886412873,"seMCV","LW95"
"p: S+I->2I",43,0.041424630354416,"seMCV","LW95"
"p: I->R",43,0.0407308237088326,"seMCV","LW95"
"r: S+I->2I",43,0.0453762052181537,"seMCV","LW95"
"r: I->R",43,0.0466476151587624,"seMCV","LW95"
"S",44,0.0462493243193887,"seMCV","LW95"
"I",44,0.041424630354416,"seMCV","LW95"
"R",44,0.0458257569495584,"seMCV","LW95"
"p: S+I->2I",44,0.041424630354416,"seMCV","LW95"
"p: I->R",44,0.0427083130081252,"seMCV","LW95"
"r: S+I->2I",44,0.0448998886412873,"seMCV","LW95"
"r: I->R",44,0.0462493243193887,"seMCV","LW95"
"S",45,0.0458257569495584,"seMCV","LW95"
"I",45,0.0433012701892219,"seMCV","LW95"
"R",45,0.0453762052181537,"seMCV","LW95"
"p: S+I->2I",45,0.0420832508250016,"seMCV","LW95"
"p: I->R",45,0.0420832508250016,"seMCV","LW95"
"r: S+I->2I",45,0.0443959457608462,"seMCV","LW95"
"r: I->R",45,0.0462493243193887,"seMCV","LW95"
"S",46,0.0466476151587624,"seMCV","LW95"
"I",46,0.0420832508250016,"seMCV","LW95"
"R",46,0.0458257569495584,"seMCV","LW95"
"p: S+I->2I",46,0.0420832508250016,"seMCV","LW95"
"p: I->R",46,0.0427083130081252,"seMCV","LW95"
"r: S+I->2I",46,0.0443959457608462,"seMCV","LW95"
"r: I->R",46,0.0462493243193887,"seMCV","LW95"
"S",47,0.047370877129308,"seMCV","LW95"
"I",47,0.041424630354416,"seMCV","LW95"
"R",47,0.047021271782035,"seMCV","LW95"
"p: S+I->2I",47,0.0420832508250016,"seMCV","LW95"
"p: I->R",47,0.0433012701892219,"seMCV","LW95"
"r: S+I->2I",47,0.0443959457608462,"seMCV","LW95"
"r: I->R",47,0.047021271782035,"seMCV","LW95"
"S",48,0.0476969600708473,"seMCV","LW95"
"I",48,0.04,"seMCV","LW95"
"R",48,0.047021271782035,"seMCV","LW95"
"p: S+I->2I",48,0.0427083130081252,"seMCV","LW95"
"p: I->R",48,0.0443959457608462,"seMCV","LW95"
"r: S+I->2I",48,0.0438634243989226,"seMCV","LW95"
