"parameter","time","value","statistic","method"
"I",27,0.8,"MCV","PL"
"R",27,1,"MCV","PL"
"p: ",27,1,"MCV","PL"
"r: ",27,1,"MCV","PL"
NA,27,1,"MCV","PL"
NA,27,0.8,"MCV","PL"
"S",28,1,"MCV","PL"
"I",28,1,"MCV","PL"
"R",28,1,"MCV","PL"
"p: ",28,1,"MCV","PL"
"r: ",28,1,"MCV","PL"
NA,28,0.8,"MCV","PL"
NA,28,0.8,"MCV","PL"
"S",29,1,"MCV","PL"
"I",29,0.8,"MCV","PL"
"R",29,0.8,"MCV","PL"
"p: ",29,1,"MCV","PL"
"r: ",29,1,"MCV","PL"
NA,29,0.6,"MCV","PL"
NA,29,0.8,"MCV","PL"
"S",30,1,"MCV","PL"
"I",30,1,"MCV","PL"
"R",30,0.8,"MCV","PL"
"p: ",30,1,"MCV","PL"
"r: ",30,1,"MCV","PL"
NA,30,0.8,"MCV","PL"
NA,30,1,"MCV","PL"
"S",31,0.8,"MCV","PL"
"I",31,1,"MCV","PL"
"R",31,0.8,"MCV","PL"
"p: ",31,1,"MCV","PL"
"r: ",31,1,"MCV","PL"
NA,31,1,"MCV","PL"
NA,31,1,"MCV","PL"
"S",32,0.8,"MCV","PL"
"I",32,1,"MCV","PL"
"R",32,0.6,"MCV","PL"
"p: ",32,0.8,"MCV","PL"
"r: ",32,1,"MCV","PL"
NA,32,1,"MCV","PL"
NA,32,1,"MCV","PL"
"S",33,0.8,"MCV","PL"
"I",33,1,"MCV","PL"
"R",33,0.6,"MCV","PL"
"p: ",33,0.8,"MCV","PL"
"r: ",33,1,"MCV","PL"
NA,33,1,"MCV","PL"
NA,33,1,"MCV","PL"
"S",34,0.8,"MCV","PL"
"I",34,1,"MCV","PL"
"R",34,0.6,"MCV","PL"
"p: ",34,0.8,"MCV","PL"
"r: ",34,1,"MCV","PL"
NA,34,1,"MCV","PL"
NA,34,1,"MCV","PL"
"S",35,0.8,"MCV","PL"
"I",35,1,"MCV","PL"
"R",35,0.6,"MCV","PL"
"p: ",35,0.8,"MCV","PL"
"r: ",35,1,"MCV","PL"
NA,35,1,"MCV","PL"
NA,35,1,"MCV","PL"
"S",36,0.8,"MCV","PL"
"I",36,0.8,"MCV","PL"
"R",36,0.8,"MCV","PL"
"p: ",36,1,"MCV","PL"
"r: ",36,1,"MCV","PL"
NA,36,1,"MCV","PL"
NA,36,1,"MCV","PL"
"S",37,0.8,"MCV","PL"
"I",37,1,"MCV","PL"
"R",37,0.8,"MCV","PL"
"p: ",37,0.8,"MCV","PL"
"r: ",37,1,"MCV","PL"
NA,37,1,"MCV","PL"
NA,37,1,"MCV","PL"
"S",38,0.8,"MCV","PL"
"I",38,1,"MCV","PL"
"R",38,0.8,"MCV","PL"
"p: ",38,0.8,"MCV","PL"
"r: ",38,1,"MCV","PL"
NA,38,1,"MCV","PL"
NA,38,1,"MCV","PL"
"S",39,0.8,"MCV","PL"
"I",39,1,"MCV","PL"
"R",39,0.8,"MCV","PL"
"p: ",39,0.8,"MCV","PL"
"r: ",39,1,"MCV","PL"
NA,39,1,"MCV","PL"
NA,39,1,"MCV","PL"
"S",40,0.8,"MCV","PL"
"I",40,0.8,"MCV","PL"
"R",40,0.8,"MCV","PL"
"p: ",40,1,"MCV","PL"
"r: ",40,1,"MCV","PL"
NA,40,1,"MCV","PL"
NA,40,1,"MCV","PL"
"S",41,1,"MCV","PL"
"I",41,0.8,"MCV","PL"
"R",41,1,"MCV","PL"
"p: ",41,1,"MCV","PL"
"r: ",41,1,"MCV","PL"
NA,41,1,"MCV","PL"
NA,41,1,"MCV","PL"
"S",42,1,"MCV","PL"
"I",42,1,"MCV","PL"
"R",42,1,"MCV","PL"
"p: ",42,1,"MCV","PL"
"r: ",42,1,"MCV","PL"
NA,42,1,"MCV","PL"
NA,42,1,"MCV","PL"
"S",43,0.8,"MCV","PL"
"I",43,1,"MCV","PL"
"R",43,0.8,"MCV","PL"
"p: ",43,0.8,"MCV","PL"
"r: ",43,1,"MCV","PL"
NA,43,1,"MCV","PL"
NA,43,1,"MCV","PL"
"S",44,1,"MCV","PL"
"I",44,1,"MCV","PL"
"R",44,1,"MCV","PL"
"p: ",44,1,"MCV","PL"
"r: ",44,1,"MCV","PL"
NA,44,1,"MCV","PL"
NA,44,1,"MCV","PL"
"S",45,0.8,"MCV","PL"
"I",45,1,"MCV","PL"
"R",45,0.8,"MCV","PL"
"p: ",45,0.8,"MCV","PL"
"r: ",45,1,"MCV","PL"
NA,45,1,"MCV","PL"
NA,45,1,"MCV","PL"
"S",46,0.8,"MCV","PL"
"I",46,1,"MCV","PL"
"R",46,0.8,"MCV","PL"
"p: ",46,0.8,"MCV","PL"
"r: ",46,1,"MCV","PL"
NA,46,1,"MCV","PL"
NA,46,1,"MCV","PL"
"S",47,0.8,"MCV","PL"
"I",47,1,"MCV","PL"
"R",47,0.8,"MCV","PL"
"p: ",47,0.8,"MCV","PL"
"r: ",47,1,"MCV","PL"
NA,47,1,"MCV","PL"
NA,47,1,"MCV","PL"
"S",48,0.8,"MCV","PL"
"I",48,1,"MCV","PL"
"R",48,0.8,"MCV","PL"
"p: ",48,0.8,"MCV","PL"
"r: ",48,1,"MCV","PL"
NA,48,1,"MCV","PL"
NA,48,1,"MCV","PL"
"S",49,0.8,"MCV","PL"
"I",49,0.8,"MCV","PL"
"R",49,0.8,"MCV","PL"
"p: ",49,1,"MCV","PL"
"r: ",49,1,"MCV","PL"
NA,49,1,"MCV","PL"
NA,49,1,"MCV","PL"
"S",50,0.8,"MCV","PL"
"I",50,0.8,"MCV","PL"
"R",50,0.8,"MCV","PL"
"p: ",50,1,"MCV","PL"
"r: ",50,1,"MCV","PL"
NA,50,1,"MCV","PL"
NA,50,1,"MCV","PL"
"S",51,0.8,"MCV","PL"
"I",51,0.8,"MCV","PL"
"R",51,0.8,"MCV","PL"
"p: ",51,1,"MCV","PL"
"r: ",51,1,"MCV","PL"
NA,51,1,"MCV","PL"
NA,51,1,"MCV","PL"
"S",52,0.8,"MCV","PL"
"I",52,0.8,"MCV","PL"
"R",52,0.8,"MCV","PL"
"p: ",52,0.8,"MCV","PL"
"r: ",52,1,"MCV","PL"
NA,52,1,"MCV","PL"
NA,52,1,"MCV","PL"
"S",53,0.8,"MCV","PL"
"I",53,1,"MCV","PL"
"R",53,0.8,"MCV","PL"
"p: ",53,0.8,"MCV","PL"
"r: ",53,1,"MCV","PL"
NA,53,1,"MCV","PL"
NA,53,1,"MCV","PL"
"S",54,0.8,"MCV","PL"
"I",54,1,"MCV","PL"
"R",54,0.8,"MCV","PL"
"p: ",54,0.8,"MCV","PL"
"r: ",54,1,"MCV","PL"
NA,54,1,"MCV","PL"
NA,54,1,"MCV","PL"
"S",55,0.8,"MCV","PL"
"I",55,1,"MCV","PL"
"R",55,0.8,"MCV","PL"
"p: ",55,0.8,"MCV","PL"
"r: ",55,1,"MCV","PL"
NA,55,1,"MCV","PL"
NA,55,1,"MCV","PL"
"S",56,0.8,"MCV","PL"
"I",56,1,"MCV","PL"
"R",56,0.8,"MCV","PL"
"p: ",56,0.8,"MCV","PL"
"r: ",56,1,"MCV","PL"
NA,56,1,"MCV","PL"
NA,56,1,"MCV","PL"
"S",57,0.8,"MCV","PL"
"I",57,1,"MCV","PL"
"R",57,0.8,"MCV","PL"
"p: ",57,0.8,"MCV","PL"
"r: ",57,1,"MCV","PL"
NA,57,1,"MCV","PL"
NA,57,1,"MCV","PL"
"S",58,0.8,"MCV","PL"
"I",58,1,"MCV","PL"
"R",58,0.8,"MCV","PL"
"p: ",58,0.8,"MCV","PL"
"r: ",58,1,"MCV","PL"
NA,58,1,"MCV","PL"
NA,58,1,"MCV","PL"
"S",59,0.8,"MCV","PL"
"I",59,1,"MCV","PL"
"R",59,0.8,"MCV","PL"
"p: ",59,0.8,"MCV","PL"
"r: ",59,1,"MCV","PL"
NA,59,1,"MCV","PL"
NA,59,1,"MCV","PL"
"S",60,0.8,"MCV","PL"
"I",60,1,"MCV","PL"
"R",60,0.8,"MCV","PL"
"p: ",60,0.8,"MCV","PL"
"r: ",60,1,"MCV","PL"
NA,60,1,"MCV","PL"
NA,60,1,"MCV","PL"
"S",0,0.178885438199983,"seMCV","PL"
"I",0,0.178885438199983,"seMCV","PL"
"R",0,0,"seMCV","PL"
"p: ",0,0,"seMCV","PL"
"r: ",0,0,"seMCV","PL"
NA,0,0,"seMCV","PL"
NA,0,0,"seMCV","PL"
"S",1,0,"seMCV","PL"
"I",1,0,"seMCV","PL"
"R",1,0,"seMCV","PL"
"p: ",1,0,"seMCV","PL"
"r: ",1,0,"seMCV","PL"
NA,1,0,"seMCV","PL"
NA,1,0,"seMCV","PL"
"S",2,0,"seMCV","PL"
"I",2,0,"seMCV","PL"
"R",2,0,"seMCV","PL"
"p: ",2,0,"seMCV","PL"
"r: ",2,0,"seMCV","PL"
NA,2,0,"seMCV","PL"
NA,2,0,"seMCV","PL"
"S",3,0,"seMCV","PL"
"I",3,0,"seMCV","PL"
"R",3,0,"seMCV","PL"
"p: ",3,0,"seMCV","PL"
"r: ",3,0,"seMCV","PL"
NA,3,0,"seMCV","PL"
NA,3,0,"seMCV","PL"
"S",4,0,"seMCV","PL"
"I",4,0,"seMCV","PL"
"R",4,0,"seMCV","PL"
"p: ",4,0,"seMCV","PL"
"r: ",4,0,"seMCV","PL"
NA,4,0,"seMCV","PL"
NA,4,0,"seMCV","PL"
"S",5,0,"seMCV","PL"
"I",5,0,"seMCV","PL"
"R",5,0,"seMCV","PL"
"p: ",5,0,"seMCV","PL"
"r: ",5,0,"seMCV","PL"
NA,5,0,"seMCV","PL"
NA,5,0,"seMCV","PL"
"S",6,0,"seMCV","PL"
"I",6,0,"seMCV","PL"
"R",6,0,"seMCV","PL"
"p: ",6,0,"seMCV","PL"
"r: ",6,0,"seMCV","PL"
NA,6,0,"seMCV","PL"
NA,6,0,"seMCV","PL"
"S",7,0,"seMCV","PL"
"I",7,0,"seMCV","PL"
"R",7,0,"seMCV","PL"
"p: ",7,0,"seMCV","PL"
"r: ",7,0,"seMCV","PL"
NA,7,0,"seMCV","PL"
NA,7,0,"seMCV","PL"
"S",8,0,"seMCV","PL"
"I",8,0,"seMCV","PL"
"R",8,0,"seMCV","PL"
"p: ",8,0,"seMCV","PL"
"r: ",8,0,"seMCV","PL"
NA,8,0,"seMCV","PL"
NA,8,0,"seMCV","PL"
"S",9,0,"seMCV","PL"
"I",9,0,"seMCV","PL"
"R",9,0,"seMCV","PL"
"p: ",9,0,"seMCV","PL"
"r: ",9,0,"seMCV","PL"
NA,9,0,"seMCV","PL"
NA,9,0,"seMCV","PL"
"S",10,0,"seMCV","PL"
"I",10,0,"seMCV","PL"
"R",10,0,"seMCV","PL"
"p: ",10,0,"seMCV","PL"
"r: ",10,0,"seMCV","PL"
NA,10,0,"seMCV","PL"
NA,10,0,"seMCV","PL"
"S",11,0,"seMCV","PL"
"I",11,0,"seMCV","PL"
"R",11,0,"seMCV","PL"
"p: ",11,0,"seMCV","PL"
"r: ",11,0,"seMCV","PL"
NA,11,0,"seMCV","PL"
NA,11,0,"seMCV","PL"
"S",12,0,"seMCV","PL"
"I",12,0,"seMCV","PL"
"R",12,0,"seMCV","PL"
"p: ",12,0,"seMCV","PL"
"r: ",12,0,"seMCV","PL"
NA,12,0,"seMCV","PL"
NA,12,0,"seMCV","PL"
"S",13,0,"seMCV","PL"
"I",13,0,"seMCV","PL"
"R",13,0,"seMCV","PL"
"p: ",13,0,"seMCV","PL"
"r: ",13,0,"seMCV","PL"
NA,13,0,"seMCV","PL"
NA,13,0,"seMCV","PL"
"S",14,0,"seMCV","PL"
"I",14,0,"seMCV","PL"
"R",14,0,"seMCV","PL"
"p: ",14,0,"seMCV","PL"
"r: ",14,0,"seMCV","PL"
NA,14,0,"seMCV","PL"
NA,14,0,"seMCV","PL"
"S",15,0,"seMCV","PL"
"I",15,0,"seMCV","PL"
"R",15,0,"seMCV","PL"
"p: ",15,0,"seMCV","PL"
"r: ",15,0,"seMCV","PL"
NA,15,0,"seMCV","PL"
NA,15,0,"seMCV","PL"
"S",16,0,"seMCV","PL"
"I",16,0,"seMCV","PL"
"R",16,0.178885438199983,"seMCV","PL"
"p: ",16,0,"seMCV","PL"
"r: ",16,0.178885438199983,"seMCV","PL"
NA,16,0,"seMCV","PL"
NA,16,0,"seMCV","PL"
"S",17,0,"seMCV","PL"
"I",17,0,"seMCV","PL"
"R",17,0,"seMCV","PL"
"p: ",17,0,"seMCV","PL"
"r: ",17,0,"seMCV","PL"
NA,17,0,"seMCV","PL"
NA,17,0,"seMCV","PL"
"S",18,0,"seMCV","PL"
"I",18,0,"seMCV","PL"
"R",18,0,"seMCV","PL"
"p: ",18,0,"seMCV","PL"
"r: ",18,0,"seMCV","PL"
NA,18,0,"seMCV","PL"
NA,18,0,"seMCV","PL"
"S",19,0,"seMCV","PL"
"I",19,0,"seMCV","PL"
"R",19,0,"seMCV","PL"
"p: ",19,0,"seMCV","PL"
"r: ",19,0,"seMCV","PL"
NA,19,0,"seMCV","PL"
NA,19,0,"seMCV","PL"
"S",20,0,"seMCV","PL"
"I",20,0,"seMCV","PL"
"R",20,0,"seMCV","PL"
"p: ",20,0,"seMCV","PL"
"r: ",20,0,"seMCV","PL"
NA,20,0,"seMCV","PL"
NA,20,0,"seMCV","PL"
"S",21,0,"seMCV","PL"
"I",21,0,"seMCV","PL"
"R",21,0,"seMCV","PL"
"p: ",21,0,"seMCV","PL"
"r: ",21,0,"seMCV","PL"
NA,21,0,"seMCV","PL"
NA,21,0,"seMCV","PL"
"S",22,0,"seMCV","PL"
"I",22,0,"seMCV","PL"
"R",22,0,"seMCV","PL"
"p: ",22,0,"seMCV","PL"
"r: ",22,0,"seMCV","PL"
NA,22,0,"seMCV","PL"
NA,22,0,"seMCV","PL"
"S",23,0,"seMCV","PL"
"I",23,0,"seMCV","PL"
"R",23,0,"seMCV","PL"
"p: ",23,0,"seMCV","PL"
"r: ",23,0,"seMCV","PL"
NA,23,0,"seMCV","PL"
NA,23,0,"seMCV","PL"
"S",24,0,"seMCV","PL"
"I",24,0,"seMCV","PL"
"R",24,0,"seMCV","PL"
"p: ",24,0,"seMCV","PL"
"r: ",24,0,"seMCV","PL"
NA,24,0,"seMCV","PL"
NA,24,0,"seMCV","PL"
"S",25,0,"seMCV","PL"
"I",25,0,"seMCV","PL"
"R",25,0,"seMCV","PL"
"p: ",25,0,"seMCV","PL"
"r: ",25,0,"seMCV","PL"
NA,25,0,"seMCV","PL"
NA,25,0.178885438199983,"seMCV","PL"
"S",26,0,"seMCV","PL"
"I",26,0,"seMCV","PL"
"R",26,0,"seMCV","PL"
"p: ",26,0,"seMCV","PL"
"r: ",26,0,"seMCV","PL"
NA,26,0,"seMCV","PL"
NA,26,0.178885438199983,"seMCV","PL"
"S",27,0,"seMCV","PL"
"I",27,0.178885438199983,"seMCV","PL"
"R",27,0,"seMCV","PL"
"p: ",27,0,"seMCV","PL"
"r: ",27,0,"seMCV","PL"
NA,27,0,"seMCV","PL"
NA,27,0.178885438199983,"seMCV","PL"
"S",28,0,"seMCV","PL"
"I",28,0,"seMCV","PL"
"R",28,0,"seMCV","PL"
"p: ",28,0,"seMCV","PL"
"r: ",28,0,"seMCV","PL"
NA,28,0.178885438199983,"seMCV","PL"
NA,28,0.178885438199983,"seMCV","PL"
"S",29,0,"seMCV","PL"
"I",29,0.178885438199983,"seMCV","PL"
"R",29,0.178885438199983,"seMCV","PL"
"p: ",29,0,"seMCV","PL"
"r: ",29,0,"seMCV","PL"
NA,29,0.219089023002066,"seMCV","PL"
NA,29,0.178885438199983,"seMCV","PL"
"S",30,0,"seMCV","PL"
"I",30,0,"seMCV","PL"
"R",30,0.178885438199983,"seMCV","PL"
"p: ",30,0,"seMCV","PL"
"r: ",30,0,"seMCV","PL"
NA,30,0.178885438199983,"seMCV","PL"
NA,30,0,"seMCV","PL"
"S",31,0.178885438199983,"seMCV","PL"
"I",31,0,"seMCV","PL"
"R",31,0.178885438199983,"seMCV","PL"
"p: ",31,0,"seMCV","PL"
"r: ",31,0,"seMCV","PL"
NA,31,0,"seMCV","PL"
NA,31,0,"seMCV","PL"
"S",32,0.178885438199983,"seMCV","PL"
"I",32,0,"seMCV","PL"
"R",32,0.219089023002066,"seMCV","PL"
"p: ",32,0.178885438199983,"seMCV","PL"
"r: ",32,0,"seMCV","PL"
NA,32,0,"seMCV","PL"
NA,32,0,"seMCV","PL"
"S",33,0.178885438199983,"seMCV","PL"
"I",33,0,"seMCV","PL"
"R",33,0.219089023002066,"seMCV","PL"
"p: ",33,0.178885438199983,"seMCV","PL"
"r: ",33,0,"seMCV","PL"
NA,33,0,"seMCV","PL"
NA,33,0,"seMCV","PL"
"S",34,0.178885438199983,"seMCV","PL"
"I",34,0,"seMCV","PL"
"R",34,0.219089023002066,"seMCV","PL"
"p: ",34,0.178885438199983,"seMCV","PL"
"r: ",34,0,"seMCV","PL"
NA,34,0,"seMCV","PL"
NA,34,0,"seMCV","PL"
"S",35,0.178885438199983,"seMCV","PL"
"I",35,0,"seMCV","PL"
"R",35,0.219089023002066,"seMCV","PL"
"p: ",35,0.178885438199983,"seMCV","PL"
"r: ",35,0,"seMCV","PL"
NA,35,0,"seMCV","PL"
NA,35,0,"seMCV","PL"
"S",36,0.178885438199983,"seMCV","PL"
"I",36,0.178885438199983,"seMCV","PL"
"R",36,0.178885438199983,"seMCV","PL"
"p: ",36,0,"seMCV","PL"
"r: ",36,0,"seMCV","PL"
NA,36,0,"seMCV","PL"
NA,36,0,"seMCV","PL"
"S",37,0.178885438199983,"seMCV","PL"
"I",37,0,"seMCV","PL"
"R",37,0.178885438199983,"seMCV","PL"
"p: ",37,0.178885438199983,"seMCV","PL"
"r: ",37,0,"seMCV","PL"
NA,37,0,"seMCV","PL"
NA,37,0,"seMCV","PL"
"S",38,0.178885438199983,"seMCV","PL"
"I",38,0,"seMCV","PL"
"R",38,0.178885438199983,"seMCV","PL"
"p: ",38,0.178885438199983,"seMCV","PL"
"r: ",38,0,"seMCV","PL"
NA,38,0,"seMCV","PL"
NA,38,0,"seMCV","PL"
"S",39,0.178885438199983,"seMCV","PL"
"I",39,0,"seMCV","PL"
"R",39,0.178885438199983,"seMCV","PL"
"p: ",39,0.178885438199983,"seMCV","PL"
"r: ",39,0,"seMCV","PL"
NA,39,0,"seMCV","PL"
NA,39,0,"seMCV","PL"
"S",40,0.178885438199983,"seMCV","PL"
"I",40,0.178885438199983,"seMCV","PL"
"R",40,0.178885438199983,"seMCV","PL"
"p: ",40,0,"seMCV","PL"
"r: ",40,0,"seMCV","PL"
NA,40,0,"seMCV","PL"
NA,40,0,"seMCV","PL"
"S",41,0,"seMCV","PL"
"I",41,0.178885438199983,"seMCV","PL"
"R",41,0,"seMCV","PL"
"p: ",41,0,"seMCV","PL"
"r: ",41,0,"seMCV","PL"
NA,41,0,"seMCV","PL"
NA,41,0,"seMCV","PL"
"S",42,0,"seMCV","PL"
"I",42,0,"seMCV","PL"
"R",42,0,"seMCV","PL"
"p: ",42,0,"seMCV","PL"
"r: ",42,0,"seMCV","PL"
NA,42,0,"seMCV","PL"
NA,42,0,"seMCV","PL"
"S",43,0.178885438199983,"seMCV","PL"
"I",43,0,"seMCV","PL"
"R",43,0.178885438199983,"seMCV","PL"
"p: ",43,0.178885438199983,"seMCV","PL"
"r: ",43,0,"seMCV","PL"
NA,43,0,"seMCV","PL"
NA,43,0,"seMCV","PL"
"S",44,0,"seMCV","PL"
"I",44,0,"seMCV","PL"
"R",44,0,"seMCV","PL"
"p: ",44,0,"seMCV","PL"
"r: ",44,0,"seMCV","PL"
NA,44,0,"seMCV","PL"
NA,44,0,"seMCV","PL"
"S",45,0.178885438199983,"seMCV","PL"
"I",45,0,"seMCV","PL"
"R",45,0.178885438199983,"seMCV","PL"
"p: ",45,0.178885438199983,"seMCV","PL"
"r: ",45,0,"seMCV","PL"
NA,45,0,"seMCV","PL"
NA,45,0,"seMCV","PL"
"S",46,0.178885438199983,"seMCV","PL"
"I",46,0,"seMCV","PL"
"R",46,0.178885438199983,"seMCV","PL"
"p: ",46,0.178885438199983,"seMCV","PL"
"r: ",46,0,"seMCV","PL"
NA,46,0,"seMCV","PL"
NA,46,0,"seMCV","PL"
"S",47,0.178885438199983,"seMCV","PL"
"I",47,0,"seMCV","PL"
"R",47,0.178885438199983,"seMCV","PL"
"p: ",47,0.178885438199983,"seMCV","PL"
"r: ",47,0,"seMCV","PL"
NA,47,0,"seMCV","PL"
NA,47,0,"seMCV","PL"
"S",48,0.178885438199983,"seMCV","PL"
"I",48,0,"seMCV","PL"
"R",48,0.178885438199983,"seMCV","PL"
"p: ",48,0.178885438199983,"seMCV","PL"
"r: ",48,0,"seMCV","PL"
NA,48,0,"seMCV","PL"
NA,48,0,"seMCV","PL"
"S",49,0.178885438199983,"seMCV","PL"
"I",49,0.178885438199983,"seMCV","PL"
"R",49,0.178885438199983,"seMCV","PL"
"p: ",49,0,"seMCV","PL"
"r: ",49,0,"seMCV","PL"
NA,49,0,"seMCV","PL"
NA,49,0,"seMCV","PL"
"S",50,0.178885438199983,"seMCV","PL"
"I",50,0.178885438199983,"seMCV","PL"
"R",50,0.178885438199983,"seMCV","PL"
"p: ",50,0,"seMCV","PL"
"r: ",50,0,"seMCV","PL"
NA,50,0,"seMCV","PL"
NA,50,0,"seMCV","PL"
"S",51,0.178885438199983,"seMCV","PL"
"I",51,0.178885438199983,"seMCV","PL"
"R",51,0.178885438199983,"seMCV","PL"
"p: ",51,0,"seMCV","PL"
"r: ",51,0,"seMCV","PL"
NA,51,0,"seMCV","PL"
NA,51,0,"seMCV","PL"
"S",52,0.178885438199983,"seMCV","PL"
"I",52,0.178885438199983,"seMCV","PL"
"R",52,0.178885438199983,"seMCV","PL"
"p: ",52,0.178885438199983,"seMCV","PL"
"r: ",52,0,"seMCV","PL"
NA,52,0,"seMCV","PL"
NA,52,0,"seMCV","PL"
"S",53,0.178885438199983,"seMCV","PL"
"I",53,0,"seMCV","PL"
"R",53,0.178885438199983,"seMCV","PL"
"p: ",53,0.178885438199983,"seMCV","PL"
"r: ",53,0,"seMCV","PL"
NA,53,0,"seMCV","PL"
NA,53,0,"seMCV","PL"
"S",54,0.178885438199983,"seMCV","PL"
"I",54,0,"seMCV","PL"
"R",54,0.178885438199983,"seMCV","PL"
"p: ",54,0.178885438199983,"seMCV","PL"
"r: ",54,0,"seMCV","PL"
NA,54,0,"seMCV","PL"
NA,54,0,"seMCV","PL"
"S",55,0.178885438199983,"seMCV","PL"
"I",55,0,"seMCV","PL"
"R",55,0.178885438199983,"seMCV","PL"
"p: ",55,0.178885438199983,"seMCV","PL"
"r: ",55,0,"seMCV","PL"
NA,55,0,"seMCV","PL"
NA,55,0,"seMCV","PL"
"S",56,0.178885438199983,"seMCV","PL"
"I",56,0,"seMCV","PL"
"R",56,0.178885438199983,"seMCV","PL"
"p: ",56,0.178885438199983,"seMCV","PL"
"r: ",56,0,"seMCV","PL"
NA,56,0,"seMCV","PL"
NA,56,0,"seMCV","PL"
"S",57,0.178885438199983,"seMCV","PL"
"I",57,0,"seMCV","PL"
"R",57,0.178885438199983,"seMCV","PL"
"p: ",57,0.178885438199983,"seMCV","PL"
"r: ",57,0,"seMCV","PL"
NA,57,0,"seMCV","PL"
NA,57,0,"seMCV","PL"
"S",58,0.178885438199983,"seMCV","PL"
"I",58,0,"seMCV","PL"
"R",58,0.178885438199983,"seMCV","PL"
"p: ",58,0.178885438199983,"seMCV","PL"
"r: ",58,0,"seMCV","PL"
NA,58,0,"seMCV","PL"
NA,58,0,"seMCV","PL"
"S",59,0.178885438199983,"seMCV","PL"
"I",59,0,"seMCV","PL"
"R",59,0.178885438199983,"seMCV","PL"
"p: ",59,0.178885438199983,"seMCV","PL"
"r: ",59,0,"seMCV","PL"
NA,59,0,"seMCV","PL"
NA,59,0,"seMCV","PL"
"S",60,0.178885438199983,"seMCV","PL"
"I",60,0,"seMCV","PL"
"R",60,0.178885438199983,"seMCV","PL"
"p: ",60,0.178885438199983,"seMCV","PL"
"r: ",60,0,"seMCV","PL"
NA,60,0,"seMCV","PL"
NA,60,0,"seMCV","PL"
"S",0,12,"MAD","PL"
"I",0,12,"MAD","PL"
"R",0,0,"MAD","PL"
"p: ",0,0.00654355283621607,"MAD","PL"
"r: ",0,0.00663316613110053,"MAD","PL"
NA,0,0.0551200408108205,"MAD","PL"
NA,0,0.0706835801709146,"MAD","PL"
"S",1,17.5,"MAD","PL"
"I",1,10.6,"MAD","PL"
"R",1,9.7,"MAD","PL"
"p: ",1,0.00467254638107871,"MAD","PL"
"r: ",1,0.00900798562205887,"MAD","PL"
NA,1,0.0573144621623771,"MAD","PL"
NA,1,0.0658848261438008,"MAD","PL"
"S",2,36.2,"MAD","PL"
"I",2,25.8,"MAD","PL"
"R",2,17.4,"MAD","PL"
"p: ",2,0.00584259871025053,"MAD","PL"
"r: ",2,0.0128540106471776,"MAD","PL"
NA,2,0.0841877510648766,"MAD","PL"
NA,2,0.0755580667971366,"MAD","PL"
"S",3,35.1,"MAD","PL"
"I",3,33.5,"MAD","PL"
"R",3,22.7,"MAD","PL"
"p: ",3,0.00670948902729934,"MAD","PL"
"r: ",3,0.0123980586427638,"MAD","PL"
NA,3,0.0482688697920104,"MAD","PL"
NA,3,0.0788152366987031,"MAD","PL"
"S",4,82.6,"MAD","PL"
"I",4,86.1,"MAD","PL"
"R",4,38.1,"MAD","PL"
"p: ",4,0.00928504106552521,"MAD","PL"
"r: ",4,0.0128965353122034,"MAD","PL"
NA,4,0.065243882830688,"MAD","PL"
NA,4,0.0912352459708511,"MAD","PL"
"S",5,156.3,"MAD","PL"
"I",5,163.3,"MAD","PL"
"R",5,54.3,"MAD","PL"
"p: ",5,0.0112913450495857,"MAD","PL"
"r: ",5,0.0130188909020712,"MAD","PL"
NA,5,0.0744545061421669,"MAD","PL"
NA,5,0.106138000126495,"MAD","PL"
"S",6,162.5,"MAD","PL"
"I",6,129.4,"MAD","PL"
"R",6,55.8,"MAD","PL"
"p: ",6,0.00751172214811321,"MAD","PL"
"r: ",6,0.0128727997527198,"MAD","PL"
NA,6,0.0556257062142087,"MAD","PL"
NA,6,0.054658419113881,"MAD","PL"
"S",7,179.3,"MAD","PL"
"I",7,78.2,"MAD","PL"
"R",7,83.2,"MAD","PL"
"p: ",7,0.0103802893194227,"MAD","PL"
"r: ",7,0.010953810177275,"MAD","PL"
NA,7,0.0419001958711248,"MAD","PL"
NA,7,0.0448350084696226,"MAD","PL"
"S",8,105.8,"MAD","PL"
"I",8,21.9,"MAD","PL"
"R",8,97.6,"MAD","PL"
"p: ",8,0.0081980446206901,"MAD","PL"
"r: ",8,0.0100340668821774,"MAD","PL"
NA,8,0.0352229176815097,"MAD","PL"
NA,8,0.0503090696591596,"MAD","PL"
"S",9,91.4,"MAD","PL"
"I",9,81.1,"MAD","PL"
"R",9,95,"MAD","PL"
"p: ",9,0.00671869919146319,"MAD","PL"
"r: ",9,0.00955247261120667,"MAD","PL"
NA,9,0.0384962260465002,"MAD","PL"
NA,9,0.058375126798037,"MAD","PL"
"S",10,141.5,"MAD","PL"
"I",10,117.1,"MAD","PL"
"R",10,118.7,"MAD","PL"
"p: ",10,0.00737876326541622,"MAD","PL"
"r: ",10,0.00978394405878462,"MAD","PL"
NA,10,0.0450395926780927,"MAD","PL"
NA,10,0.0524060420679009,"MAD","PL"
"S",11,217.8,"MAD","PL"
"I",11,115.8,"MAD","PL"
"R",11,168.8,"MAD","PL"
"p: ",11,0.00736147667939011,"MAD","PL"
"r: ",11,0.0102209353178305,"MAD","PL"
NA,11,0.0391222605996737,"MAD","PL"
