"parameter","time","value","statistic","method"
"r: S->I",16,0.00769243083547053,"seMSE","LW99"
"r: I->R",16,0.00763991318793249,"seMSE","LW99"
"S",17,150.772245347778,"seMSE","LW99"
"I",17,146.939866011059,"seMSE","LW99"
"R",17,81.1840159467313,"seMSE","LW99"
"p: S->I",17,0.00117608224503484,"seMSE","LW99"
"p: I->R",17,0.00150946350403241,"seMSE","LW99"
"r: S->I",17,0.00758350835374592,"seMSE","LW99"
"r: I->R",17,0.0074851818509368,"seMSE","LW99"
"S",18,135.900159297668,"seMSE","LW99"
"I",18,134.117243112426,"seMSE","LW99"
"R",18,106.483166846959,"seMSE","LW99"
"p: S->I",18,0.00115651366869446,"seMSE","LW99"
"p: I->R",18,0.0011959030019319,"seMSE","LW99"
"r: S->I",18,0.00757131480187987,"seMSE","LW99"
"r: I->R",18,0.00709487506205325,"seMSE","LW99"
"S",19,114.376625306874,"seMSE","LW99"
"I",19,139.448533589361,"seMSE","LW99"
"R",19,93.2980161249166,"seMSE","LW99"
"p: S->I",19,0.00109532232309321,"seMSE","LW99"
"p: I->R",19,0.00154526916034664,"seMSE","LW99"
"r: S->I",19,0.00722227028156985,"seMSE","LW99"
"r: I->R",19,0.007042754363706,"seMSE","LW99"
"S",20,125.652552115069,"seMSE","LW99"
"I",20,132.896902236108,"seMSE","LW99"
"R",20,110.616747027984,"seMSE","LW99"
"p: S->I",20,0.00106946128147186,"seMSE","LW99"
"p: I->R",20,0.00161631162246694,"seMSE","LW99"
"r: S->I",20,0.00697797963005837,"seMSE","LW99"
"r: I->R",20,0.00655012773661164,"seMSE","LW99"
"S",21,140.579932826181,"seMSE","LW99"
"I",21,164.05201359854,"seMSE","LW99"
"R",21,124.156472046385,"seMSE","LW99"
"p: S->I",21,0.00105411556609614,"seMSE","LW99"
"p: I->R",21,0.0016466266578417,"seMSE","LW99"
"r: S->I",21,0.00720679834977694,"seMSE","LW99"
"r: I->R",21,0.00662186781504757,"seMSE","LW99"
"S",22,128.004203719204,"seMSE","LW99"
"I",22,186.639114812417,"seMSE","LW99"
"R",22,131.548581843075,"seMSE","LW99"
"p: S->I",22,0.00102784702604821,"seMSE","LW99"
"p: I->R",22,0.00173998349071937,"seMSE","LW99"
"r: S->I",22,0.00705701988193201,"seMSE","LW99"
"r: I->R",22,0.00647219536959455,"seMSE","LW99"
"S",23,107.41076969491,"seMSE","LW99"
"I",23,192.870966020983,"seMSE","LW99"
"R",23,118.364340628445,"seMSE","LW99"
"p: S->I",23,0.00101502189845132,"seMSE","LW99"
"p: I->R",23,0.00164999913052289,"seMSE","LW99"
"r: S->I",23,0.00685536015993049,"seMSE","LW99"
"r: I->R",23,0.0063926827939731,"seMSE","LW99"
"S",24,106.48277327647,"seMSE","LW99"
"I",24,202.718259292588,"seMSE","LW99"
"R",24,126.376439219988,"seMSE","LW99"
"p: S->I",24,0.000976861085731473,"seMSE","LW99"
"p: I->R",24,0.00165669797702349,"seMSE","LW99"
"r: S->I",24,0.00666129749342243,"seMSE","LW99"
"r: I->R",24,0.0062624628266514,"seMSE","LW99"
"S",25,110.68123415226,"seMSE","LW99"
"I",25,203.454455130286,"seMSE","LW99"
"R",25,127.307961658551,"seMSE","LW99"
"p: S->I",25,0.000983131812242491,"seMSE","LW99"
"p: I->R",25,0.00155696314691453,"seMSE","LW99"
"r: S->I",25,0.00664447583675234,"seMSE","LW99"
"r: I->R",25,0.00626020056043005,"seMSE","LW99"
"S",26,106.961408391456,"seMSE","LW99"
"I",26,208.115374345904,"seMSE","LW99"
"R",26,132.461030193949,"seMSE","LW99"
"p: S->I",26,0.00102609491240583,"seMSE","LW99"
"p: I->R",26,0.00178800401406984,"seMSE","LW99"
"r: S->I",26,0.00655598995278009,"seMSE","LW99"
"r: I->R",26,0.00612716868139145,"seMSE","LW99"
"S",27,105.503768529071,"seMSE","LW99"
"I",27,136.062146689193,"seMSE","LW99"
"R",27,83.135783300495,"seMSE","LW99"
"p: S->I",27,0.000982064519173186,"seMSE","LW99"
"p: I->R",27,0.0013916364160793,"seMSE","LW99"
"r: S->I",27,0.00643071404829492,"seMSE","LW99"
"r: I->R",27,0.00586534709349871,"seMSE","LW99"
"S",28,103.003110766484,"seMSE","LW99"
"I",28,133.117766624289,"seMSE","LW99"
"R",28,83.7926535260803,"seMSE","LW99"
"p: S->I",28,0.000953805141591579,"seMSE","LW99"
"p: I->R",28,0.00102592861252997,"seMSE","LW99"
"r: S->I",28,0.00632582144766726,"seMSE","LW99"
"r: I->R",28,0.00588468533695216,"seMSE","LW99"
"S",29,103.647959321292,"seMSE","LW99"
"I",29,128.547245733165,"seMSE","LW99"
"R",29,85.3509795608466,"seMSE","LW99"
"p: S->I",29,0.000956762506820195,"seMSE","LW99"
"p: I->R",29,0.0011218298266325,"seMSE","LW99"
"r: S->I",29,0.00614865326916073,"seMSE","LW99"
"r: I->R",29,0.00581190629197523,"seMSE","LW99"
"S",30,103.066345509741,"seMSE","LW99"
"I",30,120.964629679865,"seMSE","LW99"
"R",30,85.4525657657849,"seMSE","LW99"
"p: S->I",30,0.000946506241424977,"seMSE","LW99"
"p: I->R",30,0.00115366303454601,"seMSE","LW99"
"r: S->I",30,0.00602130676140669,"seMSE","LW99"
"r: I->R",30,0.00566079611247975,"seMSE","LW99"
"S",31,100.518683734696,"seMSE","LW99"
"I",31,116.432659196347,"seMSE","LW99"
"R",31,82.9136630064744,"seMSE","LW99"
"p: S->I",31,0.000928806874399802,"seMSE","LW99"
"p: I->R",31,0.00083515197390875,"seMSE","LW99"
"r: S->I",31,0.00583427792601455,"seMSE","LW99"
"r: I->R",31,0.00555847896980635,"seMSE","LW99"
"S",32,99.4781694264506,"seMSE","LW99"
"I",32,112.9858508394,"seMSE","LW99"
"R",32,83.6846247407662,"seMSE","LW99"
"p: S->I",32,0.000933727241294009,"seMSE","LW99"
"p: I->R",32,0.000885035697764233,"seMSE","LW99"
"r: S->I",32,0.00612901357502733,"seMSE","LW99"
"r: I->R",32,0.00566741053603637,"seMSE","LW99"
"S",33,115.412197060556,"seMSE","LW99"
"I",33,108.917104123478,"seMSE","LW99"
"R",33,100.309287978855,"seMSE","LW99"
"p: S->I",33,0.00111165486967208,"seMSE","LW99"
"p: I->R",33,0.000827941637765005,"seMSE","LW99"
"r: S->I",33,0.00579115422407701,"seMSE","LW99"
"r: I->R",33,0.00536151247266827,"seMSE","LW99"
"S",34,118.61555265641,"seMSE","LW99"
"I",34,102.597295792853,"seMSE","LW99"
"R",34,102.903712111639,"seMSE","LW99"
"p: S->I",34,0.00113903916993243,"seMSE","LW99"
"p: I->R",34,0.000811801449361247,"seMSE","LW99"
"r: S->I",34,0.00592347348609901,"seMSE","LW99"
"r: I->R",34,0.00541691602224558,"seMSE","LW99"
"S",35,120.465684185048,"seMSE","LW99"
"I",35,97.5137353044635,"seMSE","LW99"
"R",35,106.676439276129,"seMSE","LW99"
"p: S->I",35,0.00114161594375652,"seMSE","LW99"
"p: I->R",35,0.00083655466662182,"seMSE","LW99"
"r: S->I",35,0.00600374411560883,"seMSE","LW99"
"r: I->R",35,0.00548650422610683,"seMSE","LW99"
"S",36,121.77974775082,"seMSE","LW99"
"I",36,92.0114181075578,"seMSE","LW99"
"R",36,108.485666021355,"seMSE","LW99"
"p: S->I",36,0.0011441286284094,"seMSE","LW99"
"p: I->R",36,0.0008030379275545,"seMSE","LW99"
"r: S->I",36,0.00573598766111581,"seMSE","LW99"
"r: I->R",36,0.00534016078168977,"seMSE","LW99"
"S",37,121.618166346533,"seMSE","LW99"
"I",37,86.0240365497102,"seMSE","LW99"
"R",37,109.435659934648,"seMSE","LW99"
"p: S->I",37,0.00114329223528709,"seMSE","LW99"
"p: I->R",37,0.00079191130661,"seMSE","LW99"
"r: S->I",37,0.00589491469226121,"seMSE","LW99"
"r: I->R",37,0.0054456725719542,"seMSE","LW99"
"S",38,120.906077456891,"seMSE","LW99"
"I",38,79.6286049497546,"seMSE","LW99"
"R",38,110.447282024084,"seMSE","LW99"
"p: S->I",38,0.00112676264404745,"seMSE","LW99"
"p: I->R",38,0.000759346432987049,"seMSE","LW99"
"r: S->I",38,0.00579401534911217,"seMSE","LW99"
"r: I->R",38,0.00528936682752922,"seMSE","LW99"
"S",39,122.445938462791,"seMSE","LW99"
"I",39,71.6527597457315,"seMSE","LW99"
"R",39,111.751366744639,"seMSE","LW99"
"p: S->I",39,0.00113527151008946,"seMSE","LW99"
"p: I->R",39,0.000725925183353185,"seMSE","LW99"
"r: S->I",39,0.00578273761124739,"seMSE","LW99"
"r: I->R",39,0.00533796685396382,"seMSE","LW99"
"S",40,121.887015666739,"seMSE","LW99"
"I",40,65.8451925824267,"seMSE","LW99"
"R",40,111.44896545148,"seMSE","LW99"
"p: S->I",40,0.00113892372611683,"seMSE","LW99"
"p: I->R",40,0.000677790607838602,"seMSE","LW99"
"r: S->I",40,0.00575038928811823,"seMSE","LW99"
"r: I->R",40,0.00520298747435651,"seMSE","LW99"
"S",41,120.103561377525,"seMSE","LW99"
"I",41,61.3477550539989,"seMSE","LW99"
"R",41,110.0215428416,"seMSE","LW99"
"p: S->I",41,0.00113645765220435,"seMSE","LW99"
"p: I->R",41,0.000612465191778394,"seMSE","LW99"
"r: S->I",41,0.00571735455628774,"seMSE","LW99"
"r: I->R",41,0.00527848357392019,"seMSE","LW99"
"S",42,120.776760281013,"seMSE","LW99"
"I",42,57.0066774763526,"seMSE","LW99"
"R",42,111.730183335297,"seMSE","LW99"
"p: S->I",42,0.00114404603808861,"seMSE","LW99"
"p: I->R",42,0.000611440989685911,"seMSE","LW99"
"r: S->I",42,0.00563843746125569,"seMSE","LW99"
"r: I->R",42,0.00523937711843323,"seMSE","LW99"
"S",43,120.868645353404,"seMSE","LW99"
"I",43,52.9865275073332,"seMSE","LW99"
"R",43,112.133329078862,"seMSE","LW99"
"p: S->I",43,0.00114514260623375,"seMSE","LW99"
"p: I->R",43,0.000604012263181126,"seMSE","LW99"
"r: S->I",43,0.00555409075293885,"seMSE","LW99"
"r: I->R",43,0.00517853125694589,"seMSE","LW99"
"S",44,120.162947789484,"seMSE","LW99"
"I",44,48.9115417289074,"seMSE","LW99"
"R",44,111.875109079436,"seMSE","LW99"
"p: S->I",44,0.00115056300245986,"seMSE","LW99"
"p: I->R",44,0.000588230907963244,"seMSE","LW99"
"r: S->I",44,0.00560063792322014,"seMSE","LW99"
"r: I->R",44,0.00515703106414069,"seMSE","LW99"
"S",45,120.165323035203,"seMSE","LW99"
"I",45,42.8917712735797,"seMSE","LW99"
"R",45,112.142459480155,"seMSE","LW99"
"p: S->I",45,0.00114719765897435,"seMSE","LW99"
"p: I->R",45,0.000580949299553975,"seMSE","LW99"
"r: S->I",45,0.00558491411011042,"seMSE","LW99"
"r: I->R",45,0.00514981545651518,"seMSE","LW99"
"S",46,120.520911562166,"seMSE","LW99"
"I",46,39.289937453577,"seMSE","LW99"
"R",46,112.570352844527,"seMSE","LW99"
"p: S->I",46,0.00115049014453941,"seMSE","LW99"
"p: I->R",46,0.000566190800131067,"seMSE","LW99"
"r: S->I",46,0.00554971434502915,"seMSE","LW99"
"r: I->R",46,0.00512867474200311,"seMSE","LW99"
"S",47,120.943925650363,"seMSE","LW99"
"I",47,35.5487331466251,"seMSE","LW99"
"R",47,113.53922529256,"seMSE","LW99"
"p: S->I",47,0.00116082003383163,"seMSE","LW99"
"p: I->R",47,0.000561702935685973,"seMSE","LW99"
"r: S->I",47,0.00551270006710106,"seMSE","LW99"
"r: I->R",47,0.00505097846416987,"seMSE","LW99"
"S",48,121.185923136265,"seMSE","LW99"
"I",48,32.368493575292,"seMSE","LW99"
"R",48,113.675597439673,"seMSE","LW99"
"p: S->I",48,0.00116752223975107,"seMSE","LW99"
"p: I->R",48,0.000555934603743907,"seMSE","LW99"
"r: S->I",48,0.00551608432970496,"seMSE","LW99"
"r: I->R",48,0.00506541742176324,"seMSE","LW99"
"S",49,122.207257473265,"seMSE","LW99"
"I",49,30.7559009002289,"seMSE","LW99"
"R",49,114.901409805303,"seMSE","LW99"
"p: S->I",49,0.00117003627440664,"seMSE","LW99"
"p: I->R",49,0.000559459401756584,"seMSE","LW99"
"r: S->I",49,0.00550232325495171,"seMSE","LW99"
"r: I->R",49,0.00508539212836961,"seMSE","LW99"
"S",50,122.33725530673,"seMSE","LW99"
"I",50,28.5223603274034,"seMSE","LW99"
"R",50,115.068190795643,"seMSE","LW99"
"p: S->I",50,0.001164455478656,"seMSE","LW99"
"p: I->R",50,0.000561196966096293,"seMSE","LW99"
"r: S->I",50,0.00548243139656174,"seMSE","LW99"
"r: I->R",50,0.00507360882737535,"seMSE","LW99"
"S",51,122.842464320278,"seMSE","LW99"
"I",51,26.3135203123657,"seMSE","LW99"
"R",51,115.865432267301,"seMSE","LW99"
"p: S->I",51,0.0011666786190399,"seMSE","LW99"
"p: I->R",51,0.000559827866383662,"seMSE","LW99"
"r: S->I",51,0.0054783279202919,"seMSE","LW99"
"r: I->R",51,0.00506963060857389,"seMSE","LW99"
"S",52,122.969925436773,"seMSE","LW99"
"I",52,23.722177131553,"seMSE","LW99"
"R",52,116.3657619699,"seMSE","LW99"
"p: S->I",52,0.00116949272539845,"seMSE","LW99"
"p: I->R",52,0.000552713881585408,"seMSE","LW99"
"r: S->I",52,0.00547723777152584,"seMSE","LW99"
"r: I->R",52,0.00503485801527406,"seMSE","LW99"
"S",53,123.550884173463,"seMSE","LW99"
"I",53,21.9801450971054,"seMSE","LW99"
"R",53,117.543353578548,"seMSE","LW99"
"p: S->I",53,0.00118261199229134,"seMSE","LW99"
"p: I->R",53,0.000555074792551724,"seMSE","LW99"
"r: S->I",53,0.00549942996992419,"seMSE","LW99"
"r: I->R",53,0.0050440844774683,"seMSE","LW99"
"S",54,123.87144015875,"seMSE","LW99"
"I",54,20.0832044622155,"seMSE","LW99"
"R",54,117.957898509812,"seMSE","LW99"
"p: S->I",54,0.00119152695753708,"seMSE","LW99"
"p: I->R",54,0.000551649489731569,"seMSE","LW99"
"r: S->I",54,0.00549441486548556,"seMSE","LW99"
"r: I->R",54,0.00503440297145172,"seMSE","LW99"
"S",55,124.067553443775,"seMSE","LW99"
"I",55,18.8536796800575,"seMSE","LW99"
"R",55,118.471806522263,"seMSE","LW99"
"p: S->I",55,0.00119922846375864,"seMSE","LW99"
"p: I->R",55,0.000549840095328815,"seMSE","LW99"
"r: S->I",55,0.0055150796425761,"seMSE","LW99"
"r: I->R",55,0.00504482953051462,"seMSE","LW99"
"S",56,123.904936247163,"seMSE","LW99"
"I",56,17.0529745984158,"seMSE","LW99"
"R",56,118.718320393085,"seMSE","LW99"
"p: S->I",56,0.00118637859934003,"seMSE","LW99"
"p: I->R",56,0.000548391030830052,"seMSE","LW99"
"r: S->I",56,0.00552075396368204,"seMSE","LW99"
"r: I->R",56,0.0050422101363083,"seMSE","LW99"
"S",57,124.373528589538,"seMSE","LW99"
"I",57,16.3643946025855,"seMSE","LW99"
"R",57,119.136944821859,"seMSE","LW99"
"p: S->I",57,0.00119019854567427,"seMSE","LW99"
"p: I->R",57,0.00054984225762993,"seMSE","LW99"
"r: S->I",57,0.00553935142584497,"seMSE","LW99"
"r: I->R",57,0.00508391307457863,"seMSE","LW99"
"S",58,124.567754911294,"seMSE","LW99"
"I",58,14.5357391541824,"seMSE","LW99"
"R",58,119.811653566345,"seMSE","LW99"
"p: S->I",58,0.00119503678530382,"seMSE","LW99"
"p: I->R",58,0.000549233528988657,"seMSE","LW99"
"r: S->I",58,0.0056549333830569,"seMSE","LW99"
"r: I->R",58,0.00506311231882679,"seMSE","LW99"
"S",59,124.524949402657,"seMSE","LW99"
"I",59,12.5351484974859,"seMSE","LW99"
"R",59,120.151246251521,"seMSE","LW99"
"p: S->I",59,0.00118769918154063,"seMSE","LW99"
"p: I->R",59,0.000546567468261547,"seMSE","LW99"
"r: S->I",59,0.00562638797617989,"seMSE","LW99"
"r: I->R",59,0.00499935763410335,"seMSE","LW99"
"S",60,124.553508879353,"seMSE","LW99"
"I",60,11.595577367424,"seMSE","LW99"
"R",60,120.418776880027,"seMSE","LW99"
"p: S->I",60,0.00119100880986227,"seMSE","LW99"
"p: I->R",60,0.0005462330388058,"seMSE","LW99"
"r: S->I",60,0.00567608306117288,"seMSE","LW99"
"r: I->R",60,0.00500355915939191,"seMSE","LW99"
"S",0,0.04,"MCV","LW99"
"I",0,0.04,"MCV","LW99"
"R",0,1,"MCV","LW99"
"p: S->I",0,1,"MCV","LW99"
"p: I->R",0,1,"MCV","LW99"
"r: S->I",0,1,"MCV","LW99"
"r: I->R",0,1,"MCV","LW99"
"S",1,0.96,"MCV","LW99"
"I",1,0.97,"MCV","LW99"
"R",1,1,"MCV","LW99"
"p: S->I",1,1,"MCV","LW99"
"p: I->R",1,1,"MCV","LW99"
"r: S->I",1,1,"MCV","LW99"
"r: I->R",1,1,"MCV","LW99"
"S",2,0.99,"MCV","LW99"
"I",2,0.98,"MCV","LW99"
"R",2,1,"MCV","LW99"
"p: S->I",2,1,"MCV","LW99"
"p: I->R",2,1,"MCV","LW99"
"r: S->I",2,1,"MCV","LW99"
"r: I->R",2,1,"MCV","LW99"
"S",3,0.99,"MCV","LW99"
"I",3,0.99,"MCV","LW99"
"R",3,1,"MCV","LW99"
"p: S->I",3,1,"MCV","LW99"
"p: I->R",3,1,"MCV","LW99"
"r: S->I",3,1,"MCV","LW99"
"r: I->R",3,1,"MCV","LW99"
"S",4,0.99,"MCV","LW99"
"I",4,0.99,"MCV","LW99"
"R",4,1,"MCV","LW99"
"p: S->I",4,1,"MCV","LW99"
"p: I->R",4,1,"MCV","LW99"
"r: S->I",4,0.99,"MCV","LW99"
"r: I->R",4,1,"MCV","LW99"
"S",5,1,"MCV","LW99"
"I",5,0.99,"MCV","LW99"
"R",5,1,"MCV","LW99"
"p: S->I",5,1,"MCV","LW99"
"p: I->R",5,1,"MCV","LW99"
"r: S->I",5,1,"MCV","LW99"
"r: I->R",5,1,"MCV","LW99"
"S",6,0.99,"MCV","LW99"
"I",6,0.98,"MCV","LW99"
"R",6,0.99,"MCV","LW99"
"p: S->I",6,0.99,"MCV","LW99"
"p: I->R",6,1,"MCV","LW99"
"r: S->I",6,1,"MCV","LW99"
"r: I->R",6,0.98,"MCV","LW99"
"S",7,0.98,"MCV","LW99"
"I",7,0.99,"MCV","LW99"
"R",7,0.99,"MCV","LW99"
"p: S->I",7,0.98,"MCV","LW99"
"p: I->R",7,1,"MCV","LW99"
"r: S->I",7,1,"MCV","LW99"
"r: I->R",7,0.99,"MCV","LW99"
"S",8,0.97,"MCV","LW99"
"I",8,0.96,"MCV","LW99"
"R",8,1,"MCV","LW99"
"p: S->I",8,0.99,"MCV","LW99"
"p: I->R",8,1,"MCV","LW99"
"r: S->I",8,0.99,"MCV","LW99"
"r: I->R",8,0.99,"MCV","LW99"
"S",9,0.96,"MCV","LW99"
"I",9,0.99,"MCV","LW99"
"R",9,0.99,"MCV","LW99"
"p: S->I",9,0.94,"MCV","LW99"
"p: I->R",9,1,"MCV","LW99"
"r: S->I",9,1,"MCV","LW99"
"r: I->R",9,0.99,"MCV","LW99"
"S",10,0.96,"MCV","LW99"
"I",10,0.96,"MCV","LW99"
"R",10,0.98,"MCV","LW99"
"p: S->I",10,0.94,"MCV","LW99"
"p: I->R",10,0.98,"MCV","LW99"
"r: S->I",10,1,"MCV","LW99"
"r: I->R",10,0.98,"MCV","LW99"
"S",11,0.97,"MCV","LW99"
"I",11,0.95,"MCV","LW99"
"R",11,0.98,"MCV","LW99"
"p: S->I",11,0.92,"MCV","LW99"
"p: I->R",11,0.98,"MCV","LW99"
"r: S->I",11,0.98,"MCV","LW99"
"r: I->R",11,0.97,"MCV","LW99"
"S",12,0.93,"MCV","LW99"
"I",12,0.94,"MCV","LW99"
"R",12,0.96,"MCV","LW99"
"p: S->I",12,0.91,"MCV","LW99"
"p: I->R",12,0.96,"MCV","LW99"
"r: S->I",12,0.99,"MCV","LW99"
"r: I->R",12,0.95,"MCV","LW99"
"S",13,0.9,"MCV","LW99"
"I",13,0.87,"MCV","LW99"
"R",13,0.95,"MCV","LW99"
"p: S->I",13,0.86,"MCV","LW99"
"p: I->R",13,0.97,"MCV","LW99"
"r: S->I",13,0.96,"MCV","LW99"
"r: I->R",13,0.94,"MCV","LW99"
"S",14,0.88,"MCV","LW99"
"I",14,0.84,"MCV","LW99"
"R",14,0.94,"MCV","LW99"
"p: S->I",14,0.83,"MCV","LW99"
"p: I->R",14,0.96,"MCV","LW99"
"r: S->I",14,0.95,"MCV","LW99"
"r: I->R",14,0.93,"MCV","LW99"
"S",15,0.86,"MCV","LW99"
"I",15,0.77,"MCV","LW99"
"R",15,0.94,"MCV","LW99"
"p: S->I",15,0.84,"MCV","LW99"
"p: I->R",15,0.95,"MCV","LW99"
"r: S->I",15,0.94,"MCV","LW99"
"r: I->R",15,0.93,"MCV","LW99"
"S",16,0.86,"MCV","LW99"
"I",16,0.81,"MCV","LW99"
"R",16,0.93,"MCV","LW99"
"p: S->I",16,0.81,"MCV","LW99"
"p: I->R",16,0.93,"MCV","LW99"
"r: S->I",16,0.94,"MCV","LW99"
"r: I->R",16,0.89,"MCV","LW99"
"S",17,0.8,"MCV","LW99"
"I",17,0.76,"MCV","LW99"
"R",17,0.91,"MCV","LW99"
"p: S->I",17,0.83,"MCV","LW99"
"p: I->R",17,0.95,"MCV","LW99"
"r: S->I",17,0.89,"MCV","LW99"
"r: I->R",17,0.87,"MCV","LW99"
"S",18,0.79,"MCV","LW99"
"I",18,0.78,"MCV","LW99"
"R",18,0.91,"MCV","LW99"
"p: S->I",18,0.83,"MCV","LW99"
"p: I->R",18,0.94,"MCV","LW99"
"r: S->I",18,0.9,"MCV","LW99"
"r: I->R",18,0.83,"MCV","LW99"
"S",19,0.7,"MCV","LW99"
"I",19,0.78,"MCV","LW99"
"R",19,0.87,"MCV","LW99"
"p: S->I",19,0.79,"MCV","LW99"
"p: I->R",19,0.93,"MCV","LW99"
"r: S->I",19,0.82,"MCV","LW99"
"r: I->R",19,0.77,"MCV","LW99"
"S",20,0.7,"MCV","LW99"
"I",20,0.76,"MCV","LW99"
"R",20,0.83,"MCV","LW99"
"p: S->I",20,0.8,"MCV","LW99"
"p: I->R",20,0.86,"MCV","LW99"
"r: S->I",20,0.77,"MCV","LW99"
"r: I->R",20,0.76,"MCV","LW99"
"S",21,0.69,"MCV","LW99"
"I",21,0.79,"MCV","LW99"
"R",21,0.81,"MCV","LW99"
"p: S->I",21,0.78,"MCV","LW99"
"p: I->R",21,0.83,"MCV","LW99"
"r: S->I",21,0.79,"MCV","LW99"
"r: I->R",21,0.74,"MCV","LW99"
"S",22,0.66,"MCV","LW99"
"I",22,0.78,"MCV","LW99"
"R",22,0.76,"MCV","LW99"
"p: S->I",22,0.77,"MCV","LW99"
"p: I->R",22,0.82,"MCV","LW99"
"r: S->I",22,0.73,"MCV","LW99"
"r: I->R",22,0.75,"MCV","LW99"
"S",23,0.61,"MCV","LW99"
"I",23,0.74,"MCV","LW99"
"R",23,0.77,"MCV","LW99"
"p: S->I",23,0.74,"MCV","LW99"
"p: I->R",23,0.84,"MCV","LW99"
"r: S->I",23,0.75,"MCV","LW99"
"r: I->R",23,0.75,"MCV","LW99"
"S",24,0.58,"MCV","LW99"
"I",24,0.71,"MCV","LW99"
"R",24,0.73,"MCV","LW99"
"p: S->I",24,0.71,"MCV","LW99"
"p: I->R",24,0.82,"MCV","LW99"
"r: S->I",24,0.71,"MCV","LW99"
"r: I->R",24,0.7,"MCV","LW99"
"S",25,0.58,"MCV","LW99"
"I",25,0.71,"MCV","LW99"
"R",25,0.7,"MCV","LW99"
"p: S->I",25,0.72,"MCV","LW99"
"p: I->R",25,0.78,"MCV","LW99"
"r: S->I",25,0.68,"MCV","LW99"
"r: I->R",25,0.71,"MCV","LW99"
"S",26,0.58,"MCV","LW99"
"I",26,0.7,"MCV","LW99"
"R",26,0.71,"MCV","LW99"
"p: S->I",26,0.72,"MCV","LW99"
"p: I->R",26,0.78,"MCV","LW99"
"r: S->I",26,0.61,"MCV","LW99"
"r: I->R",26,0.64,"MCV","LW99"
"S",27,0.58,"MCV","LW99"
"I",27,0.62,"MCV","LW99"
"R",27,0.67,"MCV","LW99"
"p: S->I",27,0.73,"MCV","LW99"
"p: I->R",27,0.79,"MCV","LW99"
"r: S->I",27,0.6,"MCV","LW99"
"r: I->R",27,0.62,"MCV","LW99"
"S",28,0.55,"MCV","LW99"
"I",28,0.65,"MCV","LW99"
"R",28,0.65,"MCV","LW99"
"p: S->I",28,0.71,"MCV","LW99"
"p: I->R",28,0.81,"MCV","LW99"
"r: S->I",28,0.6,"MCV","LW99"
"r: I->R",28,0.61,"MCV","LW99"
"S",29,0.59,"MCV","LW99"
"I",29,0.68,"MCV","LW99"
"R",29,0.64,"MCV","LW99"
"p: S->I",29,0.7,"MCV","LW99"
"p: I->R",29,0.81,"MCV","LW99"
"r: S->I",29,0.59,"MCV","LW99"
"r: I->R",29,0.62,"MCV","LW99"
"S",30,0.58,"MCV","LW99"
"I",30,0.67,"MCV","LW99"
"R",30,0.62,"MCV","LW99"
"p: S->I",30,0.71,"MCV","LW99"
"p: I->R",30,0.8,"MCV","LW99"
"r: S->I",30,0.55,"MCV","LW99"
"r: I->R",30,0.57,"MCV","LW99"
"S",31,0.57,"MCV","LW99"
"I",31,0.64,"MCV","LW99"
"R",31,0.63,"MCV","LW99"
"p: S->I",31,0.72,"MCV","LW99"
"p: I->R",31,0.79,"MCV","LW99"
"r: S->I",31,0.57,"MCV","LW99"
"r: I->R",31,0.58,"MCV","LW99"
"S",32,0.57,"MCV","LW99"
"I",32,0.64,"MCV","LW99"
"R",32,0.62,"MCV","LW99"
"p: S->I",32,0.7,"MCV","LW99"
"p: I->R",32,0.76,"MCV","LW99"
"r: S->I",32,0.59,"MCV","LW99"
"r: I->R",32,0.57,"MCV","LW99"
"S",33,0.58,"MCV","LW99"
"I",33,0.62,"MCV","LW99"
"R",33,0.6,"MCV","LW99"
"p: S->I",33,0.69,"MCV","LW99"
"p: I->R",33,0.74,"MCV","LW99"
"r: S->I",33,0.54,"MCV","LW99"
"r: I->R",33,0.54,"MCV","LW99"
"S",34,0.55,"MCV","LW99"
"I",34,0.59,"MCV","LW99"
"R",34,0.59,"MCV","LW99"
"p: S->I",34,0.7,"MCV","LW99"
"p: I->R",34,0.73,"MCV","LW99"
"r: S->I",34,0.52,"MCV","LW99"
"r: I->R",34,0.53,"MCV","LW99"
"S",35,0.57,"MCV","LW99"
"I",35,0.64,"MCV","LW99"
"R",35,0.61,"MCV","LW99"
"p: S->I",35,0.68,"MCV","LW99"
"p: I->R",35,0.71,"MCV","LW99"
"r: S->I",35,0.5,"MCV","LW99"
"r: I->R",35,0.52,"MCV","LW99"
"S",36,0.55,"MCV","LW99"
"I",36,0.65,"MCV","LW99"
"R",36,0.6,"MCV","LW99"
"p: S->I",36,0.67,"MCV","LW99"
"p: I->R",36,0.7,"MCV","LW99"
"r: S->I",36,0.53,"MCV","LW99"
"r: I->R",36,0.54,"MCV","LW99"
"S",37,0.54,"MCV","LW99"
"I",37,0.65,"MCV","LW99"
"R",37,0.55,"MCV","LW99"
"p: S->I",37,0.66,"MCV","LW99"
"p: I->R",37,0.71,"MCV","LW99"
"r: S->I",37,0.49,"MCV","LW99"
"r: I->R",37,0.52,"MCV","LW99"
"S",38,0.56,"MCV","LW99"
"I",38,0.62,"MCV","LW99"
"R",38,0.56,"MCV","LW99"
"p: S->I",38,0.68,"MCV","LW99"
"p: I->R",38,0.71,"MCV","LW99"
"r: S->I",38,0.48,"MCV","LW99"
"r: I->R",38,0.51,"MCV","LW99"
"S",39,0.52,"MCV","LW99"
