"parameter","time","value","statistic","method"
"S",10,0.049749371855331,"seMCV","LW90"
"I",10,0.047370877129308,"seMCV","LW90"
"R",10,0.0499599839871872,"seMCV","LW90"
"p: S->I",10,0.05,"seMCV","LW90"
"p: I->R",10,0.05,"seMCV","LW90"
"r: S->I",10,0.049749371855331,"seMCV","LW90"
"r: I->R",10,0.0499899989998,"seMCV","LW90"
"S",11,0.0499599839871872,"seMCV","LW90"
"I",11,0.0493558507170123,"seMCV","LW90"
"R",11,0.049749371855331,"seMCV","LW90"
"p: S->I",11,0.0495075751779463,"seMCV","LW90"
"p: I->R",11,0.05,"seMCV","LW90"
"r: S->I",11,0.0499599839871872,"seMCV","LW90"
"r: I->R",11,0.0496386945839634,"seMCV","LW90"
"S",12,0.049749371855331,"seMCV","LW90"
"I",12,0.049749371855331,"seMCV","LW90"
"R",12,0.0491833305094318,"seMCV","LW90"
"p: S->I",12,0.0499899989998,"seMCV","LW90"
"p: I->R",12,0.0499099188538711,"seMCV","LW90"
"r: S->I",12,0.0499899989998,"seMCV","LW90"
"r: I->R",12,0.0493558507170123,"seMCV","LW90"
"S",13,0.0495075751779463,"seMCV","LW90"
"I",13,0.05,"seMCV","LW90"
"R",13,0.0489897948556636,"seMCV","LW90"
"p: S->I",13,0.049749371855331,"seMCV","LW90"
"p: I->R",13,0.0496386945839634,"seMCV","LW90"
"r: S->I",13,0.0499099188538711,"seMCV","LW90"
"r: I->R",13,0.0493558507170123,"seMCV","LW90"
"S",14,0.0491833305094318,"seMCV","LW90"
"I",14,0.0498397431775085,"seMCV","LW90"
"R",14,0.048,"seMCV","LW90"
"p: S->I",14,0.049749371855331,"seMCV","LW90"
"p: I->R",14,0.0493558507170123,"seMCV","LW90"
"r: S->I",14,0.049749371855331,"seMCV","LW90"
"r: I->R",14,0.0489897948556636,"seMCV","LW90"
"S",15,0.048,"seMCV","LW90"
"I",15,0.049749371855331,"seMCV","LW90"
"R",15,0.0476969600708473,"seMCV","LW90"
"p: S->I",15,0.0487749935930288,"seMCV","LW90"
"p: I->R",15,0.0485386443980464,"seMCV","LW90"
"r: S->I",15,0.0485386443980464,"seMCV","LW90"
"r: I->R",15,0.0485386443980464,"seMCV","LW90"
"S",16,0.0466476151587624,"seMCV","LW90"
"I",16,0.0495075751779463,"seMCV","LW90"
"R",16,0.0476969600708473,"seMCV","LW90"
"p: S->I",16,0.0476969600708473,"seMCV","LW90"
"p: I->R",16,0.0485386443980464,"seMCV","LW90"
"r: S->I",16,0.0485386443980464,"seMCV","LW90"
"r: I->R",16,0.0485386443980464,"seMCV","LW90"
"S",17,0.047370877129308,"seMCV","LW90"
"I",17,0.0491833305094318,"seMCV","LW90"
"R",17,0.0476969600708473,"seMCV","LW90"
"p: S->I",17,0.047370877129308,"seMCV","LW90"
"p: I->R",17,0.0485386443980464,"seMCV","LW90"
"r: S->I",17,0.0476969600708473,"seMCV","LW90"
"r: I->R",17,0.0476969600708473,"seMCV","LW90"
"S",18,0.0458257569495584,"seMCV","LW90"
"I",18,0.0487749935930288,"seMCV","LW90"
"R",18,0.047370877129308,"seMCV","LW90"
"p: S->I",18,0.0466476151587624,"seMCV","LW90"
"p: I->R",18,0.048,"seMCV","LW90"
"r: S->I",18,0.0489897948556636,"seMCV","LW90"
"r: I->R",18,0.047370877129308,"seMCV","LW90"
"S",19,0.0462493243193887,"seMCV","LW90"
"I",19,0.0491833305094318,"seMCV","LW90"
"R",19,0.047370877129308,"seMCV","LW90"
"p: S->I",19,0.047021271782035,"seMCV","LW90"
"p: I->R",19,0.048,"seMCV","LW90"
"r: S->I",19,0.0489897948556636,"seMCV","LW90"
"r: I->R",19,0.047021271782035,"seMCV","LW90"
"S",20,0.0462493243193887,"seMCV","LW90"
"I",20,0.0496386945839634,"seMCV","LW90"
"R",20,0.047021271782035,"seMCV","LW90"
"p: S->I",20,0.0466476151587624,"seMCV","LW90"
"p: I->R",20,0.0485386443980464,"seMCV","LW90"
"r: S->I",20,0.048,"seMCV","LW90"
"r: I->R",20,0.0466476151587624,"seMCV","LW90"
"S",21,0.0458257569495584,"seMCV","LW90"
"I",21,0.0491833305094318,"seMCV","LW90"
"R",21,0.0462493243193887,"seMCV","LW90"
"p: S->I",21,0.047021271782035,"seMCV","LW90"
"p: I->R",21,0.0482804308182932,"seMCV","LW90"
"r: S->I",21,0.0485386443980464,"seMCV","LW90"
"r: I->R",21,0.0466476151587624,"seMCV","LW90"
"S",22,0.0458257569495584,"seMCV","LW90"
"I",22,0.0491833305094318,"seMCV","LW90"
"R",22,0.0453762052181537,"seMCV","LW90"
"p: S->I",22,0.0462493243193887,"seMCV","LW90"
"p: I->R",22,0.047021271782035,"seMCV","LW90"
"r: S->I",22,0.0482804308182932,"seMCV","LW90"
"r: I->R",22,0.0462493243193887,"seMCV","LW90"
"S",23,0.0443959457608462,"seMCV","LW90"
"I",23,0.0493558507170123,"seMCV","LW90"
"R",23,0.0453762052181537,"seMCV","LW90"
"p: S->I",23,0.0458257569495584,"seMCV","LW90"
"p: I->R",23,0.0462493243193887,"seMCV","LW90"
"r: S->I",23,0.0482804308182932,"seMCV","LW90"
"r: I->R",23,0.0453762052181537,"seMCV","LW90"
"S",24,0.0448998886412873,"seMCV","LW90"
"I",24,0.0491833305094318,"seMCV","LW90"
"R",24,0.0438634243989226,"seMCV","LW90"
"p: S->I",24,0.0466476151587624,"seMCV","LW90"
"p: I->R",24,0.0462493243193887,"seMCV","LW90"
"r: S->I",24,0.048,"seMCV","LW90"
"r: I->R",24,0.0462493243193887,"seMCV","LW90"
"S",25,0.0448998886412873,"seMCV","LW90"
"I",25,0.0493558507170123,"seMCV","LW90"
"R",25,0.0443959457608462,"seMCV","LW90"
"p: S->I",25,0.0466476151587624,"seMCV","LW90"
"p: I->R",25,0.0466476151587624,"seMCV","LW90"
"r: S->I",25,0.047370877129308,"seMCV","LW90"
"r: I->R",25,0.0462493243193887,"seMCV","LW90"
"S",26,0.0443959457608462,"seMCV","LW90"
"I",26,0.0493558507170123,"seMCV","LW90"
"R",26,0.0448998886412873,"seMCV","LW90"
"p: S->I",26,0.047021271782035,"seMCV","LW90"
"p: I->R",26,0.047370877129308,"seMCV","LW90"
"r: S->I",26,0.047021271782035,"seMCV","LW90"
"r: I->R",26,0.0462493243193887,"seMCV","LW90"
"S",27,0.0438634243989226,"seMCV","LW90"
"I",27,0.0491833305094318,"seMCV","LW90"
"R",27,0.0433012701892219,"seMCV","LW90"
"p: S->I",27,0.047370877129308,"seMCV","LW90"
"p: I->R",27,0.047021271782035,"seMCV","LW90"
"r: S->I",27,0.0453762052181537,"seMCV","LW90"
"r: I->R",27,0.0448998886412873,"seMCV","LW90"
"S",28,0.0438634243989226,"seMCV","LW90"
"I",28,0.0495075751779463,"seMCV","LW90"
"R",28,0.0420832508250016,"seMCV","LW90"
"p: S->I",28,0.0453762052181537,"seMCV","LW90"
"p: I->R",28,0.0466476151587624,"seMCV","LW90"
"r: S->I",28,0.0453762052181537,"seMCV","LW90"
"r: I->R",28,0.0448998886412873,"seMCV","LW90"
"S",29,0.0443959457608462,"seMCV","LW90"
"I",29,0.049749371855331,"seMCV","LW90"
"R",29,0.0433012701892219,"seMCV","LW90"
"p: S->I",29,0.0443959457608462,"seMCV","LW90"
"p: I->R",29,0.0462493243193887,"seMCV","LW90"
"r: S->I",29,0.0453762052181537,"seMCV","LW90"
"r: I->R",29,0.0453762052181537,"seMCV","LW90"
"S",30,0.0438634243989226,"seMCV","LW90"
"I",30,0.0498397431775085,"seMCV","LW90"
"R",30,0.0443959457608462,"seMCV","LW90"
"p: S->I",30,0.0448998886412873,"seMCV","LW90"
"p: I->R",30,0.0462493243193887,"seMCV","LW90"
"r: S->I",30,0.0443959457608462,"seMCV","LW90"
"r: I->R",30,0.0448998886412873,"seMCV","LW90"
"S",31,0.0433012701892219,"seMCV","LW90"
"I",31,0.0496386945839634,"seMCV","LW90"
"R",31,0.0427083130081252,"seMCV","LW90"
"p: S->I",31,0.0443959457608462,"seMCV","LW90"
"p: I->R",31,0.0458257569495584,"seMCV","LW90"
"r: S->I",31,0.0443959457608462,"seMCV","LW90"
"r: I->R",31,0.0453762052181537,"seMCV","LW90"
"S",32,0.0427083130081252,"seMCV","LW90"
"I",32,0.0499099188538711,"seMCV","LW90"
"R",32,0.0420832508250016,"seMCV","LW90"
"p: S->I",32,0.0443959457608462,"seMCV","LW90"
"p: I->R",32,0.0462493243193887,"seMCV","LW90"
"r: S->I",32,0.0448998886412873,"seMCV","LW90"
"r: I->R",32,0.0448998886412873,"seMCV","LW90"
"S",33,0.0433012701892219,"seMCV","LW90"
"I",33,0.0495075751779463,"seMCV","LW90"
"R",33,0.0427083130081252,"seMCV","LW90"
"p: S->I",33,0.0443959457608462,"seMCV","LW90"
"p: I->R",33,0.0462493243193887,"seMCV","LW90"
"r: S->I",33,0.0443959457608462,"seMCV","LW90"
"r: I->R",33,0.0453762052181537,"seMCV","LW90"
"S",34,0.0433012701892219,"seMCV","LW90"
"I",34,0.0495075751779463,"seMCV","LW90"
"R",34,0.0433012701892219,"seMCV","LW90"
"p: S->I",34,0.0438634243989226,"seMCV","LW90"
"p: I->R",34,0.0458257569495584,"seMCV","LW90"
"r: S->I",34,0.0443959457608462,"seMCV","LW90"
"r: I->R",34,0.0448998886412873,"seMCV","LW90"
"S",35,0.0438634243989226,"seMCV","LW90"
"I",35,0.0498397431775085,"seMCV","LW90"
"R",35,0.0433012701892219,"seMCV","LW90"
"p: S->I",35,0.0433012701892219,"seMCV","LW90"
"p: I->R",35,0.0458257569495584,"seMCV","LW90"
"r: S->I",35,0.0443959457608462,"seMCV","LW90"
"r: I->R",35,0.0448998886412873,"seMCV","LW90"
"S",36,0.0438634243989226,"seMCV","LW90"
"I",36,0.0499899989998,"seMCV","LW90"
"R",36,0.0438634243989226,"seMCV","LW90"
"p: S->I",36,0.0433012701892219,"seMCV","LW90"
"p: I->R",36,0.0458257569495584,"seMCV","LW90"
"r: S->I",36,0.0443959457608462,"seMCV","LW90"
"r: I->R",36,0.0448998886412873,"seMCV","LW90"
"S",37,0.0438634243989226,"seMCV","LW90"
"I",37,0.0499099188538711,"seMCV","LW90"
"R",37,0.0443959457608462,"seMCV","LW90"
"p: S->I",37,0.0438634243989226,"seMCV","LW90"
"p: I->R",37,0.0453762052181537,"seMCV","LW90"
"r: S->I",37,0.0443959457608462,"seMCV","LW90"
"r: I->R",37,0.0443959457608462,"seMCV","LW90"
"S",38,0.0443959457608462,"seMCV","LW90"
"I",38,0.0499599839871872,"seMCV","LW90"
"R",38,0.0443959457608462,"seMCV","LW90"
"p: S->I",38,0.0433012701892219,"seMCV","LW90"
"p: I->R",38,0.0453762052181537,"seMCV","LW90"
"r: S->I",38,0.0438634243989226,"seMCV","LW90"
"r: I->R",38,0.0438634243989226,"seMCV","LW90"
"S",39,0.0438634243989226,"seMCV","LW90"
"I",39,0.0499899989998,"seMCV","LW90"
"R",39,0.0443959457608462,"seMCV","LW90"
"p: S->I",39,0.0427083130081252,"seMCV","LW90"
"p: I->R",39,0.0448998886412873,"seMCV","LW90"
"r: S->I",39,0.0438634243989226,"seMCV","LW90"
"r: I->R",39,0.0438634243989226,"seMCV","LW90"
"S",40,0.0433012701892219,"seMCV","LW90"
"I",40,0.0499599839871872,"seMCV","LW90"
"R",40,0.0438634243989226,"seMCV","LW90"
"p: S->I",40,0.0427083130081252,"seMCV","LW90"
"p: I->R",40,0.0448998886412873,"seMCV","LW90"
"r: S->I",40,0.0438634243989226,"seMCV","LW90"
"r: I->R",40,0.0433012701892219,"seMCV","LW90"
"S",41,0.0433012701892219,"seMCV","LW90"
"I",41,0.0499599839871872,"seMCV","LW90"
"R",41,0.0438634243989226,"seMCV","LW90"
"p: S->I",41,0.0427083130081252,"seMCV","LW90"
"p: I->R",41,0.0448998886412873,"seMCV","LW90"
"r: S->I",41,0.0433012701892219,"seMCV","LW90"
"r: I->R",41,0.0433012701892219,"seMCV","LW90"
"S",42,0.0433012701892219,"seMCV","LW90"
"I",42,0.0499599839871872,"seMCV","LW90"
"R",42,0.0433012701892219,"seMCV","LW90"
"p: S->I",42,0.0433012701892219,"seMCV","LW90"
"p: I->R",42,0.0453762052181537,"seMCV","LW90"
"r: S->I",42,0.0433012701892219,"seMCV","LW90"
"r: I->R",42,0.0427083130081252,"seMCV","LW90"
"S",43,0.0433012701892219,"seMCV","LW90"
"I",43,0.0499099188538711,"seMCV","LW90"
"R",43,0.0433012701892219,"seMCV","LW90"
"p: S->I",43,0.0433012701892219,"seMCV","LW90"
"p: I->R",43,0.0443959457608462,"seMCV","LW90"
"r: S->I",43,0.0438634243989226,"seMCV","LW90"
"r: I->R",43,0.0438634243989226,"seMCV","LW90"
"S",44,0.0433012701892219,"seMCV","LW90"
"I",44,0.0499899989998,"seMCV","LW90"
"R",44,0.0438634243989226,"seMCV","LW90"
"p: S->I",44,0.0438634243989226,"seMCV","LW90"
"p: I->R",44,0.0453762052181537,"seMCV","LW90"
"r: S->I",44,0.0438634243989226,"seMCV","LW90"
"r: I->R",44,0.0438634243989226,"seMCV","LW90"
"S",45,0.0427083130081252,"seMCV","LW90"
"I",45,0.0499599839871872,"seMCV","LW90"
"R",45,0.0433012701892219,"seMCV","LW90"
"p: S->I",45,0.0433012701892219,"seMCV","LW90"
"p: I->R",45,0.0443959457608462,"seMCV","LW90"
"r: S->I",45,0.0433012701892219,"seMCV","LW90"
"r: I->R",45,0.0433012701892219,"seMCV","LW90"
"S",46,0.0427083130081252,"seMCV","LW90"
"I",46,0.0498397431775085,"seMCV","LW90"
"R",46,0.0427083130081252,"seMCV","LW90"
"p: S->I",46,0.0433012701892219,"seMCV","LW90"
"p: I->R",46,0.0433012701892219,"seMCV","LW90"
"r: S->I",46,0.0427083130081252,"seMCV","LW90"
"r: I->R",46,0.0433012701892219,"seMCV","LW90"
"S",47,0.0427083130081252,"seMCV","LW90"
"I",47,0.0499099188538711,"seMCV","LW90"
"R",47,0.0427083130081252,"seMCV","LW90"
"p: S->I",47,0.0433012701892219,"seMCV","LW90"
"p: I->R",47,0.0443959457608462,"seMCV","LW90"
"r: S->I",47,0.0420832508250016,"seMCV","LW90"
"r: I->R",47,0.0420832508250016,"seMCV","LW90"
"S",48,0.0427083130081252,"seMCV","LW90"
"I",48,0.0498397431775085,"seMCV","LW90"
"R",48,0.0427083130081252,"seMCV","LW90"
"p: S->I",48,0.0433012701892219,"seMCV","LW90"
"p: I->R",48,0.0443959457608462,"seMCV","LW90"
"r: S->I",48,0.0420832508250016,"seMCV","LW90"
"r: I->R",48,0.0420832508250016,"seMCV","LW90"
"S",49,0.0427083130081252,"seMCV","LW90"
"I",49,0.0499599839871872,"seMCV","LW90"
"R",49,0.0427083130081252,"seMCV","LW90"
"p: S->I",49,0.0427083130081252,"seMCV","LW90"
"p: I->R",49,0.0448998886412873,"seMCV","LW90"
"r: S->I",49,0.0427083130081252,"seMCV","LW90"
"r: I->R",49,0.0427083130081252,"seMCV","LW90"
"S",50,0.0427083130081252,"seMCV","LW90"
"I",50,0.0499899989998,"seMCV","LW90"
"R",50,0.0427083130081252,"seMCV","LW90"
"p: S->I",50,0.0427083130081252,"seMCV","LW90"
"p: I->R",50,0.0443959457608462,"seMCV","LW90"
"r: S->I",50,0.0420832508250016,"seMCV","LW90"
"r: I->R",50,0.0420832508250016,"seMCV","LW90"
"S",0,0,"MAD","LW90"
"I",0,0,"MAD","LW90"
"R",0,0,"MAD","LW90"
"p: S->I",0,0.275081740793539,"MAD","LW90"
"p: I->R",0,0.253251042668708,"MAD","LW90"
"r: S->I",0,0.252561351290629,"MAD","LW90"
"r: I->R",0,0.187318966219598,"MAD","LW90"
"S",1,3.355,"MAD","LW90"
"I",1,3.97,"MAD","LW90"
"R",1,1.645,"MAD","LW90"
"p: S->I",1,0.130551889976739,"MAD","LW90"
"p: I->R",1,0.175127833907367,"MAD","LW90"
"r: S->I",1,0.252653801054934,"MAD","LW90"
"r: I->R",1,0.166759659094437,"MAD","LW90"
"S",2,9,"MAD","LW90"
"I",2,8.75,"MAD","LW90"
"R",2,3.32,"MAD","LW90"
"p: S->I",2,0.142395476436106,"MAD","LW90"
"p: I->R",2,0.149611206768684,"MAD","LW90"
"r: S->I",2,0.221212993586837,"MAD","LW90"
"r: I->R",2,0.173113064359745,"MAD","LW90"
"S",3,19.23,"MAD","LW90"
"I",3,18.69,"MAD","LW90"
"R",3,6.705,"MAD","LW90"
"p: S->I",3,0.129440520536738,"MAD","LW90"
"p: I->R",3,0.136599085727607,"MAD","LW90"
"r: S->I",3,0.197531573104405,"MAD","LW90"
"r: I->R",3,0.17956624937262,"MAD","LW90"
"S",4,33.39,"MAD","LW90"
"I",4,28.59,"MAD","LW90"
"R",4,14.135,"MAD","LW90"
"p: S->I",4,0.124278094202829,"MAD","LW90"
"p: I->R",4,0.139795836625034,"MAD","LW90"
"r: S->I",4,0.175915059886462,"MAD","LW90"
"r: I->R",4,0.175275485168177,"MAD","LW90"
"S",5,66.005,"MAD","LW90"
"I",5,52.89,"MAD","LW90"
"R",5,28.07,"MAD","LW90"
"p: S->I",5,0.118301717208467,"MAD","LW90"
"p: I->R",5,0.1538157278676,"MAD","LW90"
"r: S->I",5,0.185295683043872,"MAD","LW90"
"r: I->R",5,0.171490358708129,"MAD","LW90"
"S",6,101.335,"MAD","LW90"
"I",6,76.61,"MAD","LW90"
"R",6,53.81,"MAD","LW90"
"p: S->I",6,0.117471026529967,"MAD","LW90"
"p: I->R",6,0.147014369149469,"MAD","LW90"
"r: S->I",6,0.174302095969563,"MAD","LW90"
"r: I->R",6,0.167508140871276,"MAD","LW90"
"S",7,183,"MAD","LW90"
"I",7,132.55,"MAD","LW90"
"R",7,99.805,"MAD","LW90"
"p: S->I",7,0.116720385914854,"MAD","LW90"
"p: I->R",7,0.149699123464474,"MAD","LW90"
"r: S->I",7,0.175536895240405,"MAD","LW90"
"r: I->R",7,0.177534444386405,"MAD","LW90"
"S",8,292.135,"MAD","LW90"
"I",8,204.855,"MAD","LW90"
"R",8,181.865,"MAD","LW90"
"p: S->I",8,0.112909419423855,"MAD","LW90"
"p: I->R",8,0.146165533831854,"MAD","LW90"
"r: S->I",8,0.17121932086626,"MAD","LW90"
"r: I->R",8,0.171422168587309,"MAD","LW90"
"S",9,434.820778688525,"MAD","LW90"
"I",9,325.381153846154,"MAD","LW90"
"R",9,316.45,"MAD","LW90"
"p: S->I",9,0.110226343556201,"MAD","LW90"
"p: I->R",9,0.148201115050769,"MAD","LW90"
"r: S->I",9,0.173193839353623,"MAD","LW90"
"r: I->R",9,0.170039712789855,"MAD","LW90"
"S",10,509.897959183673,"MAD","LW90"
"I",10,460.540816326531,"MAD","LW90"
"R",10,445.005102040816,"MAD","LW90"
"p: S->I",10,0.107012807023009,"MAD","LW90"
"p: I->R",10,0.149416032416501,"MAD","LW90"
"r: S->I",10,0.167688823254259,"MAD","LW90"
"r: I->R",10,0.171273073912786,"MAD","LW90"
"S",11,620.988775510204,"MAD","LW90"
"I",11,647.271137026239,"MAD","LW90"
"R",11,618.683673469388,"MAD","LW90"
"p: S->I",11,0.103198507162681,"MAD","LW90"
"p: I->R",11,0.146378357162822,"MAD","LW90"
"r: S->I",11,0.168852507662913,"MAD","LW90"
"r: I->R",11,0.169508112782184,"MAD","LW90"
"S",12,638.507545973367,"MAD","LW90"
"I",12,689.573684210526,"MAD","LW90"
"R",12,722.552631578947,"MAD","LW90"
"p: S->I",12,0.0980104964209899,"MAD","LW90"
"p: I->R",12,0.140741804833679,"MAD","LW90"
"r: S->I",12,0.167982379360796,"MAD","LW90"
"r: I->R",12,0.167251113956275,"MAD","LW90"
"S",13,585.210752688172,"MAD","LW90"
"I",13,724.848028673835,"MAD","LW90"
"R",13,726.294138050642,"MAD","LW90"
"p: S->I",13,0.0887849742573511,"MAD","LW90"
"p: I->R",13,0.125933590534346,"MAD","LW90"
"r: S->I",13,0.16391028914461,"MAD","LW90"
"r: I->R",13,0.162112357979714,"MAD","LW90"
"S",14,604.011680911681,"MAD","LW90"
"I",14,724.850788113695,"MAD","LW90"
"R",14,754.794444444444,"MAD","LW90"
"p: S->I",14,0.0856012840061617,"MAD","LW90"
"p: I->R",14,0.12120941954347,"MAD","LW90"
"r: S->I",14,0.165506389275728,"MAD","LW90"
"r: I->R",14,0.160883462675169,"MAD","LW90"
"S",15,617.505617977528,"MAD","LW90"
"I",15,754.950374531835,"MAD","LW90"
"R",15,787.915730337079,"MAD","LW90"
"p: S->I",15,0.0825183560692432,"MAD","LW90"
"p: I->R",15,0.115318442978722,"MAD","LW90"
"r: S->I",15,0.164872257794081,"MAD","LW90"
"r: I->R",15,0.154527572411787,"MAD","LW90"
"S",16,652.366279069767,"MAD","LW90"
"I",16,732.182170542636,"MAD","LW90"
"R",16,756.936046511628,"MAD","LW90"
"p: S->I",16,0.0809025320202571,"MAD","LW90"
"p: I->R",16,0.105180235177101,"MAD","LW90"
"r: S->I",16,0.163778387176036,"MAD","LW90"
"r: I->R",16,0.153923113066919,"MAD","LW90"
"S",17,659.011764705882,"MAD","LW90"
"I",17,674.834453781513,"MAD","LW90"
"R",17,767.861764705882,"MAD","LW90"
"p: S->I",17,0.0808343972656136,"MAD","LW90"
"p: I->R",17,0.100170700695138,"MAD","LW90"
"r: S->I",17,0.156231219079003,"MAD","LW90"
"r: I->R",17,0.14559973569791,"MAD","LW90"
"S",18,647.294117647059,"MAD","LW90"
"I",18,629.370588235294,"MAD","LW90"
"R",18,785.884080298786,"MAD","LW90"
"p: S->I",18,0.0750459265068169,"MAD","LW90"
"p: I->R",18,0.0922137975520946,"MAD","LW90"
"r: S->I",18,0.151884974810336,"MAD","LW90"
"r: I->R",18,0.14326843000538,"MAD","LW90"
"S",19,573.216124661247,"MAD","LW90"
"I",19,556.841463414634,"MAD","LW90"
"R",19,746.74593495935,"MAD","LW90"
"p: S->I",19,0.0702611813182819,"MAD","LW90"
"p: I->R",19,0.0867015788145548,"MAD","LW90"
"r: S->I",19,0.142109058106267,"MAD","LW90"
"r: I->R",19,0.134175855580767,"MAD","LW90"
"S",20,559.61038961039,"MAD","LW90"
"I",20,508.038961038961,"MAD","LW90"
"R",20,691.649350649351,"MAD","LW90"
"p: S->I",20,0.0674710655669984,"MAD","LW90"
"p: I->R",20,0.0838104161539908,"MAD","LW90"
"r: S->I",20,0.1405242972075,"MAD","LW90"
"r: I->R",20,0.134845882408095,"MAD","LW90"
"S",21,582.58,"MAD","LW90"
"I",21,492.284444444444,"MAD","LW90"
"R",21,712.846666666667,"MAD","LW90"
"p: S->I",21,0.0710393695886476,"MAD","LW90"
"p: I->R",21,0.0841670118085465,"MAD","LW90"
"r: S->I",21,0.13694404393427,"MAD","LW90"
"r: I->R",21,0.131645487083285,"MAD","LW90"
"S",22,563.478873239437,"MAD","LW90"
"I",22,385.697183098592,"MAD","LW90"
"R",22,591.204225352113,"MAD","LW90"
"p: S->I",22,0.0718923247227306,"MAD","LW90"
"p: I->R",22,0.072363936129651,"MAD","LW90"
"r: S->I",22,0.125397327832112,"MAD","LW90"
"r: I->R",22,0.122519229970211,"MAD","LW90"
"S",23,549.731884057971,"MAD","LW90"
"I",23,347.942028985507,"MAD","LW90"
"R",23,566.253623188406,"MAD","LW90"
"p: S->I",23,0.0728007169490882,"MAD","LW90"
"p: I->R",23,0.0678016071181401,"MAD","LW90"
"r: S->I",23,0.12265996306903,"MAD","LW90"
"r: I->R",23,0.121861444035867,"MAD","LW90"
"S",24,534.681818181818,"MAD","LW90"
"I",24,218.613636363636,"MAD","LW90"
"R",24,507.174242424242,"MAD","LW90"
"p: S->I",24,0.0723303803798919,"MAD","LW90"
"p: I->R",24,0.0634837009107723,"MAD","LW90"
"r: S->I",24,0.118867931734668,"MAD","LW90"
"r: I->R",24,0.117362541796329,"MAD","LW90"
"S",25,528.189393939394,"MAD","LW90"
"I",25,207.386363636364,"MAD","LW90"
"R",25,513.916666666667,"MAD","LW90"
"p: S->I",25,0.0725793938202968,"MAD","LW90"
"p: I->R",25,0.0618539658995401,"MAD","LW90"
"r: S->I",25,0.118111059092921,"MAD","LW90"
"r: I->R",25,0.117486661937756,"MAD","LW90"
"S",26,541.530303030303,"MAD","LW90"
"I",26,179.371212121212,"MAD","LW90"
"R",26,526.113636363636,"MAD","LW90"
"p: S->I",26,0.0729928905064957,"MAD","LW90"
"p: I->R",26,0.0611945185892271,"MAD","LW90"
"r: S->I",26,0.117078065755247,"MAD","LW90"
"r: I->R",26,0.115744202055919,"MAD","LW90"
"S",27,546.886363636364,"MAD","LW90"
"I",27,150.575757575758,"MAD","LW90"
"R",27,541.606060606061,"MAD","LW90"
"p: S->I",27,0.0724339729216205,"MAD","LW90"
"p: I->R",27,0.0611825006802236,"MAD","LW90"
"r: S->I",27,0.114903166700263,"MAD","LW90"
"r: I->R",27,0.114339276764959,"MAD","LW90"
"S",28,559.569230769231,"MAD","LW90"
"I",28,137.176923076923,"MAD","LW90"
"R",28,568.684615384615,"MAD","LW90"
"p: S->I",28,0.0726650303670937,"MAD","LW90"
"p: I->R",28,0.0609475923167468,"MAD","LW90"
"r: S->I",28,0.116986180236187,"MAD","LW90"
"r: I->R",28,0.117859382710913,"MAD","LW90"
"S",29,576.469230769231,"MAD","LW90"
"I",29,130.776923076923,"MAD","LW90"
"R",29,583.061538461538,"MAD","LW90"
"p: S->I",29,0.0736971896559008,"MAD","LW90"
"p: I->R",29,0.0617268703101231,"MAD","LW90"
"r: S->I",29,0.117671771469475,"MAD","LW90"
"r: I->R",29,0.118737751940363,"MAD","LW90"
"S",30,526.484126984127,"MAD","LW90"
"I",30,117.84126984127,"MAD","LW90"
"R",30,525.753968253968,"MAD","LW90"
"p: S->I",30,0.0679146057530778,"MAD","LW90"
"p: I->R",30,0.0567607478609928,"MAD","LW90"
"r: S->I",30,0.116371888569949,"MAD","LW90"
"r: I->R",30,0.118158188541699,"MAD","LW90"
"S",31,524.612903225806,"MAD","LW90"
"I",31,98.0967741935484,"MAD","LW90"
"R",31,517.298387096774,"MAD","LW90"
"p: S->I",31,0.0683977751521664,"MAD","LW90"
"p: I->R",31,0.0567430771171216,"MAD","LW90"
"r: S->I",31,0.116915475892432,"MAD","LW90"
"r: I->R",31,0.117666754009533,"MAD","LW90"
"S",32,528.790322580645,"MAD","LW90"
"I",32,95.2903225806452,"MAD","LW90"
"R",32,516.685483870968,"MAD","LW90"
"p: S->I",32,0.0687904829497962,"MAD","LW90"
"p: I->R",32,0.0562758542010617,"MAD","LW90"
"r: S->I",32,0.117899609398249,"MAD","LW90"
"r: I->R",32,0.119320497173482,"MAD","LW90"
"S",33,521.983333333333,"MAD","LW90"
"I",33,64.675,"MAD","LW90"
"R",33,471.133333333333,"MAD","LW90"
"p: S->I",33,0.0707394511025227,"MAD","LW90"
"p: I->R",33,0.0523580967719985,"MAD","LW90"
"r: S->I",33,0.110535500706961,"MAD","LW90"
"r: I->R",33,0.112508803707903,"MAD","LW90"
"S",34,545.358333333333,"MAD","LW90"
"I",34,57.475,"MAD","LW90"
"R",34,496.375,"MAD","LW90"
"p: S->I",34,0.070516557122359,"MAD","LW90"
"p: I->R",34,0.0520877294003172,"MAD","LW90"
"r: S->I",34,0.109121114953879,"MAD","LW90"
"r: I->R",34,0.112967408350863,"MAD","LW90"
"S",35,555.433333333333,"MAD","LW90"
"I",35,49.7416666666667,"MAD","LW90"
"R",35,508.658333333333,"MAD","LW90"
"p: S->I",35,0.0708527631441244,"MAD","LW90"
"p: I->R",35,0.0522918844079581,"MAD","LW90"
"r: S->I",35,0.108407180270785,"MAD","LW90"
"r: I->R",35,0.113023926550203,"MAD","LW90"
"S",36,552.233333333333,"MAD","LW90"
